"type","question","options","answer"
"单选题","采购代理机构在代理政府采购进口产品业务中有违法行为的，情节严重的，可以依法取消其进行相关业务的资格；构成犯罪的，依法（）。","A. 追究刑事责任 B. 追究民事责任 C. 罚款
D. 开除","A"
"单选题","政府采购进口产品合同应当将维护国家利益和 （）作为必备条款。","A. 社会公共利益 B. 采购单位利益 C. 财政部门利益 D. 供应商利益","A"
"单选题","采购进口产品合同履行过程中出现危害国家利益和社会公共利益问题的，采购人应当（）。","A. 立即终止合同 B. 取消采购
C. 中止采购 D. 暂停采购","A"
"单选题","采购人及其委托的采购代理机构在采购进口产品的采购文件中应当载明优先采购（）。","A. 向我国企业转让技术
B. 与我国企业签订消化吸收供应商的进口产品 C. 再创新方案
D. 进口产品","A"
"单选题","政府采购进口产品管理办法所称专家组应当由五人以上的（）组成。","A. 单数
B. 技术专家 C. 行业内专家
D. 所有选项都不对","A"
"单选题","福州市市属某高校须采购学校的实验室设备，且该设备为进口产品。（）审核并实施监督管理。","A. 福州市财政局 B. 福州市科技局 C. 福州市教育局 D. 福州市发改委","A"
"单选题","采购人拟采购国家限制进口的重大技术装备和重大产业技术的，应当出具（）的意见。","A. 发展改革委 B. 财政部门 C. 科技部
D. 所有选项都不对","A"
"单选题","某研究所拟采购国家限制进口的重大科学仪器，应当出具（ ）的意见。","A. 发展改革委 B. 财政部门 C. 科技部
D. 所有选项都不对","C"
"单选题","某高校对实验室进口设备进行验收工作，防止 （）。","A. 假冒伪劣产品 B. 专家验收错误
C. 供应商未及时供货 D. 关税错误","A"
"单选题","政府采购应当采购（），确需采购进口产品的，实行审核管理。","A. 本国产品 B. 节能产品
C. 环境标志产品 D. 中小企业产品","A"
"单选题","采购人拟采购的进口设备，是国家明确规定限制进口产品的，在报财政部门时，下列哪一项不属于应当出具的材料。( )","A. 政府采购进口产品申请表
B. 关于鼓励进口产品的国家法律法规政策文件复印件 C. 《政府采购进口产品所属行业主管部门意见》
D. 《政府采购进口产品专家论证意见》","B"
"单选题","采购人购买进口产品报财政部门审核时，应当依法出具相关材料。下列哪一项不属于应当出具的材料。( )","A. 政府采购进口产品申请表
B. 关于鼓励进口产品的国家法律法规政策文件复印件 C. 政府采购进口产品专家论证意见
D. 采购单位论证意见","D"
"多选题","以下哪些属于《政府采购进口产品管理办法》的立法目的。( )","A. 促进政府采购效率
B. 贯彻落实《国务院关于实施(国家中长期科学和技术发展规划纲要 (2006--2020年))若干配套政策的通知》(国发[2006]6号)
C. 加强和促进节能产品政府采购政策的实施 D. 规范进口产品政府采购行为","BD"
"多选题","根据《政府采购进口产品管理办法》,下列哪些是错误的。( )","A. 政府采购应当采购本国产品，确需采购进口产品的，实行审核管理 B. 政府采购应当采购本国产品，禁止采购进口产品
C. 政府采购可以采购本国产品，也可以采购进口产品 D. 政府采购一般采购本国产品，禁止采购进口产品","BCD"
"多选题","采购人采购进口产品时，应当坚持有利于本国企业( )原则，优先购买向我方转让技术、提供培训服务及其他补偿贸易措施的产品。","A. 自主创新 B. 自主组装
C. 消化吸收核心技术 D. 全盘借鉴核心技术","AC"
"多选题","采购人采购核心技术的进口产品时，优先购买( )的产品。","A. 向我方转让技术 B. 提供培训服务
C. 提供其他补偿贸易措施 D. 共同开发技术","ABC"
"多选题","下列哪些部门应当依法开展政府采购进口产品审核活动，并实施监督管理。( )","A. 设区市人民政府财政部门 B. 自治州人民政府财政部门 C. 省级人民政府财政部门 D. 科技部","ABC"
"多选题","根据《政府采购进口产品管理办法》第十条，下列哪些情形，政府采购可以不采购本国货物。( )","A. 需要采购的货物在中国境内无法获取或者无法以合理的商业条件获取的
B. 为在中国境外使用而进行采购的 C. 其他法律、行政法规另有规定的 D. 必须使用外汇结算的","ABC"
"多选题","根据《政府采购进口产品管理办法》第八条，采购人报财政部门审核时应当出具( )。","A. 政府采购进口产品申请表
B. 关于鼓励进口产品的国家法律法规政策文件复印件
C. 进口产品所属行业的设区的市、自治州以上主管部门出具的《政府采购进口产品所属行业主管部门意见》
D. 专家组出具的《政府采购进口产品专家论证意见》","ABCD"
"多选题","根据《政府采购进口产品管理办法》第九条，采购人拟采购的进口产品属于国家法律法规政策明确规定鼓励进口产品的，在报财政部门审核时，应当出具( )。","A. 政府采购进口产品申请表
B. 关于鼓励进口产品的国家法律法规政策文件复印件
C. 进口产品所属行业的设区的市、自治州以上主管部门出具的《政府采购进口产品所属行业主管部门意见》
D. 专家组出具的《政府采购进口产品专家论证意见》","AB"
"多选题","根据《政府采购进口产品管理办法》第十条，采购人拟采购的进口产品属于国家法律法规政策明确规定限制进口产品的，在报财政部门时，应当依法出具( )。","A. 政府采购进口产品申请表
B. 关于鼓励进口产品的国家法律法规政策文件复印件
C. 进口产品所属行业的设区的市、自治州以上主管部门出具的《政府采购进口产品所属行业主管部门意见》
D. 专家组出具的《政府采购进口产品专家论证意见》","ACD"
"多选题","有关《政府采购进口产品管理办法》的专家组，说法正确的是( )。","A. 专家组应当由五人以上的单数组成 B. 专家组必须包括一名法律专家
C. 专家组的产品技术专家应当为本单位并熟悉该产品的专家 D. 专家组的产品技术专家应当为非本单位并熟悉该产品的专家","ABD"
"多选题","采购人及其委托的采购代理机构在采购进口产品的采购文件中应当载明优先采购( )的供应商的进口产品。","A. 向我国企业转让技术 B. 向我国企业许可技术
C. 与我国企业签订消化吸收再创新方案 D. 与我国企业签订技术服务协议","AC"
"多选题","根据《政府采购进口产品管理办法》,下列哪些做法是正确的。( )","A. 采购人上半年采购了一套进口设备，因实验室扩容需从原供应商处添购原有采购标的物总金额为原合同采购金额的10%。
B. 采购人因产品的一致性或者服务配套要求，需要继续从原供应商处添购原有采购项目的，需要重新审核，但添购资金总额不超过原合同采购金额的10%
C. 采购人追加与合同标的相同的产品，合同条款不变，采购金额原合同采购金额的8%的，不需要重新审核。
D. 采购人确需追加与合同标的相同的产品，在不改变合同其他条款的前提下，且所有补充合同的采购金额不超过原合同采购金额的15%的，不需要重新审核","AC"
"多选题","根据《政府采购进口产品管理办法》,下列哪些说法是正确的。( )","A. 政府采购进口产品合同应当将维护国家利益和社会公共利益作为必备条款。
B. 政府采购进口产品合同可以将维护国家利益和社会公共利益作为必备条款。
C. 合同履行过程中出现危害国家利益和社会公共利益问题的，采购人应当立即暂停合同。
D. 合同履行过程中出现危害国家利益和社会公共利益问题的，采购人应当立即终止合同","AD"
"多选题","采购人未获得财政部门采购进口产品核准，有下列情形之一的，责令限期改正，并给予警告，对直接负责的主管人员和其他直接责任人员，由其行政主管部门或者有关机关给予处分，并予通报。( )","A. 擅自采购进口产品的 B. 出具不实申请材料的
C. 违反采购人上级部门规定的情形
D. 违反《政府采购进口产品管理办法》规定的其他情形","ABD"
"多选题","根据《政府采购进口产品管理办法》,采购代理机构在代理政府采购进口产品业务中有违法行为 的，相关部门可以采取哪些法律措施。()","A. 给予警告
B. 可以按照有关法律规定并处罚款
C. 情节严重的，可以依法取消其进行相关业务的资格 D. 构成犯罪的，依法追究刑事责任","ABCD"
"多选题","根据《政府采购进口产品管理办法》,供应商有下列哪些情形，列入不良行为记录名单。( )","A. 采取不正当手段诋毁、排挤其他供应商的
B. 与采购人、其他供应商或者采购代理机构恶意串通的
C. 向采购人、采购代理机构行贿或者提供其他不正当利益的 D. 在招标采购过程中与采购人进行协商谈判的","ABCD"
"多选题","供应商提供虚假材料谋取中标、成交的，处以罚款。可能受到的罚金。( )","A. 3‰的采购金额 B. 5‰的采购金额 C. 6‰的采购金额 D. 10‰的采购金额","BCD"
"多选题","根据《政府采购进口产品管理办法》,供应商采取不正当手段诋毁、排挤其他供应商的，可以禁止 其在一定期限内参加政府采购活动。下列哪些期限是符合规定的。( )","A. 1年 B. 2年
C. 3年 D. 5年","ABC"
"多选题","根据《政府采购进口产品管理办法》,供应商有下列哪些情形，情节严重的，由工商行政管理机关吊销营业执照。( )","A. 提供虚假材料谋取中标、成交的
B. 采取不正当手段诋毁、排挤其他供应商的
C. 与采购人、其他供应商或者采购代理机构恶意串通的
D. 向采购人、采购代理机构行贿或者提供其他不正当利益的","ABCD"
"多选题","根据《政府采购进口产品管理办法》,供应商有下列哪些情形，中标、成交无效。( )","A. 在招标采购过程中与采购人进行协商谈判的 B. 拒绝有关部门监督检查或者提供虚假情况的
C. 与采购人、其他供应商或者采购代理机构恶意串通的
D. 向采购人、采购代理机构行贿或者提供其他不正当利益的","ACD"
"多选题","以下哪些( )政府财政部门应当依法开展政府采购进口产品审核活动，并实施监督管理。","A. 福建省财政厅 B. 福州市财政局 C. 台江区财政局 D. 泉州市财政局","ABD"
"多选题","使用以下哪些单位的资金（ ）以直接进口或委托方式采购进口产品（包括已进入中国境内的进口产品）的活动，且适用政府采购进口产品管理办法。","A. 福州大学财政拨款
B. 福州市电视中心广告收入 C. 中国电信营业收入
D. 福建省商务厅财政专项资金","AD"
"多选题","以下不是政府采购进口产品为主要方式的（）","A. 询价
B. 竞争性谈判 C. 公开招标
D. 单一来源采购","ABD"
"判断题","国家机关、事业单位和团体组织使用财政性资金以直接进口或委托方式采购进口产品(包括已进入中国境内的进口产品)的活动，适用《政府采购进口产品管理办法》。( )","A. 对 B. 错","A"
"判断题","《政府采购进口产品管理办法》所称进口产品 是指通过中国海关报关验放进入中国境内且产 自关境外的产品。( )","A. 对 B. 错","A"
"判断题","采购人采购进口产品时，应当坚持有利于本国 企业自主创新或消化吸收核心技术的原则，优 先购买向我方转让技术、提供培训服务及其他 补偿贸易措施的产品。( )","A. 对 B. 错","A"
"判断题","采购人需要采购的产品在中国境内无法获取或者无法以合理的商业条件获取，以及法律法规另有规定确需采购进口产品的，应当在获得进 出口主管部门核准后，依法开展政府采购活动 。( )","A. 对 B. 错","B"
"判断题","采购人拟采购国家限制进口的重大技术装备和重大产业技术的，应当出具科技部的意见。( )","A. 对 B. 错","B"
"判断题","《政府采购进口产品管理办法》所称专家组应当由三人以上的单数组成。( )","A. 对 B. 错","B"
"判断题","政府采购进口产品合同应当将维护国家利益和 社会公共利益作为必备条款。合同履行过程中出现危害国家利益和社会公共利益问题的，采购人应当立即中止合同。( )","A. 对 B. 错","B"
"判断题","采购人或者其委托的采购代理机构应当依法加强对进口产品的验收工作，防止假冒伪劣产品 。( )","A. 对 B. 错","A"
"判断题","采购人申请支付进口产品采购资金时，应当出具政府采购进口产品相关材料和财政部门的审核文件。否则不予支付资金。( )","A. 对 B. 错","A"
"判断题","采购人代表不得作为专家组成员参与论证。","A. 对 B. 错","A"
"判断题","参与进口论证的专家不得作为采购评审专家参与同一项目的采购评审工作。","A. 对 B. 错","A"
"判断题","采购人或者其委托的采购代理机构可以依法加强对进口产品的验收工作，防止假冒伪劣产品。","A. 对 B. 错","B"
"判断题","采购人申请支付进口产品采购资金时，可以出具政府采购进口产品相关材料和财政部门的审核文件。否则不予支付资金。","A. 对 B. 错","B"
"判断题","某专家根据自己以往的经验写论证意见，某个设备技术参数未核实，就出具国内无该技术的论证意见，其实国内1年前已经有该技术水平的设备。被财政部门发现后，论证意见退回修改可免责。","A. 对 B. 错","B"
"判断题","国安局须采购一项涉及国家安全的项目适用本办法。","A. 对 B. 错","B"
"判断题","合同履行过程中出现危害国家利益和社会公共利益问题的，采购人应当立即终止合同。","A. 对 B. 错","A"
"判断题","采购人因产品的一致性或者服务配套要求，需要继续从原供应商处添购原有采购项目的，不需要重新审核，但添购资金总额不超过原合同采购金额的10%。","A. 对 B. 错","A"
"判断题","某医院采购医疗设备项目，在符合法定条件的前提下，经财政部门审批可以采用单一来源方式采购进口医疗设备。","A. 对 B. 错","A"
"判断题","采购人拟采购国家限制进口的重大科学仪器和装备的，应当出具科技部的意见。","A. 对 B. 错","A"
"判断题","某高校需对学校实验使用的重大技术装备进行政府采购，须采购进口设备，属于国家限制进口的重大技术装备的，应当出具发展改革委的意见。","A. 对 B. 错","A"
"判断题","采购人需要采购的产品在中国境内无法获取或者无法以合理的商业条件获取，以及法律法规另有规定确需采购进口产品的，应当在获得财政部门核准后，依法开展政府采购活动。","A. 对 B. 错","A"
"判断题","台江区人民政府应当依法开展政府采购进口产品审核活动，并实施监督管理。","A. 对 B. 错","B"
