"type","question","options","answer"
"多选题","某单位进行政府采购项目，按照《政府采购促进中小 企业发展管理办法》第六条规定预留份额专门面向中 小企业采购，在采购过程中，可能出现的情况有（）","A. 只有小微企业参与投标，且符合要求，确定小微企业中标
B. 有中型企业和小微企业参与投标，优先选择小微企业
C. 没有中小企业参与投标，重新组织采购活动
D. 有大型企业参与投标，直接拒绝其投标资格","ABCD"
"多选题","政府采购活动中，采购项目涉及中小企业采购的，采 购文件应当明确（）内容。","A. 预留份额的采购项目或者采购包，明确该项目或相关采购
包专门面向中小企业采购，以及相关标的及预算金额
B. 要求以联合体形式参加或者合同分包的，明确联合协议或者分包意向协议中中小企业合同金额应当达到的比例，并作为供应商资格条件
C. 非预留份额的采购项目或者采购包，明确有关价格扣除比
例或者价格分加分比例
D. 规定依据本办法规定享受扶持政策获得政府采购合同的，小微企业不得将合同分包给大中型企业，中型企业不得将合同分包给大型企业","ABCD"
"多选题","某单位采购一批办公软件，未预留份额专门面向中小 企业采购，以下关于报价扣除的说法，正确的有（）","A. 若供应商为小微企业，报价扣除比例为15%
B. 报价扣除后，用扣除后的价格参加评审
C. 供应商提供了能证明其小微企业身份的《中小企业声明函》
D. 中型企业也可以享受报价扣除政策","ABC"
"多选题","按照《政府采购促进中小企业发展管理办法》，超过 200 万元的货物和服务采购项目、超过400万元的工 程采购项目中适宜由中小企业提供的，预留该部分采 购项目预算总额的 40%以上专门面向中小企业采购， 其中预留给小微企业的比例不低于 60%。预留中小企 业采购份额通过下列哪些措施进行？","A. 将采购项目整体专门面向中小企业采购。
B. 在采购项目中设置采购包专门面向中小企业采购。
C. 要求供应商以联合体形式参加采购活动，且联合体中中小
企业承担的部分达到一定比例。
D. 要求获得采购合同的供应商将采购项目中的一定比例分包
给一家或者多家中小企业","ABCD"
"多选题","在政府采购活动中，对于既有货物又有服务的采购项 目，应当如何判断供应商是否属于中小企业?","A. 采购人应当根据政府采购有关规定和采购项目的实际情
况，确定拟采购项目是货物、工程还是服务项目。
B. 享受中小企业扶持政策的供应商应当满足下列条件：在货
物采购项目中，货物应当由中小企业制造，不对其中涉及的服
务的承接商作出要求；
C. 在工程采购项目中，工程应当由中小企业承建，不对其中
涉及的货物的制造商和服务的承接商作出要求；
D. 在服务采购项目中，服务的承接商应当为中小企业，不对
其中涉及的货物的制造商作出要求。","ABCD"
"多选题","按照《政府采购促进中小企业发展管理办法》第二条 中“但与大企业的负责人为同一人，或者与大企业存 在直接控股、管理关系的除外。”负责人是什么意 思？控股是否有股权比例的要求?管理关系是什么意 思？","A. 按照相关法律法规规定，负责人是指单位法定代表人或者
法律、行政法规规定代表单位行使职权的主要负责人。
B. 控股是指出资额占有限责任公司资本总额百分之五十以上
或者其持有的股份占股份有限公司股本总额百分之五十以上
的，以及出资额或者持有股份的比例虽然不足百分之五十，但
依其出资额或者持有的股份所享有的表决权已足以对股东会、
股东大会的决议产生重大影响。
C. 管理关系是指与不具有出资持股关系的单位之间存在的其
他管理与被管理关系。
D. 与大企业之间存在上述情形的中小企业可依法参加政府采
购活动，但不享受政府采购对中小企业的扶持政策。","ABCD"
"多选题","某单位采购一批仪器设备，以下属于政府采购促进中 小企业发展的具体措施的有（）","A. 预留采购份额
B. 价格评审优惠
C. 优先采购
D. 鼓励联合体投标
E. 允许分包","ABCDE"
"多选题","政府采购监督检查和投诉处理中，对中小企业的认定 标准参照的指标有（）","A. 从业人员
B. 营业收入
C. 资产总额
D. 行业地位","ABC"
"多选题","政府采购活动中，采购人、采购代理机构在采购文件 中应当明确的中小企业相关内容有（）。","A. 预留份额的采购包
B. 价格扣除比例
C. 中小企业声明函的提交要求
D. 非预留项目的评审标准","ABCD"
"判断题","根据《政府采购促进中小企业发展管理办法》，符合 中小企业划分标准的个体工商户，在政府采购活动中 视同中小企业。( )","A. 正确
B. 错误","A"
"判断题","在政府采购活动中，供应商提供的货物由中小企业制 造的，可以享受中小企业扶持政策。 ( )","A. 正确
B. 错误","A"
"判断题","采购人在政府采购活动中可以以企业注册资本作为供 应商的资格要求或者评审因素。 ( )","A. 正确
B. 错误","B"
"判断题","主管预算单位应当对适宜由中小企业提供的采购项目 和采购包，预留采购份额专门面向中小企业采购。 ( )","A. 正确
B. 错误","A"
"判断题","采购限额标准以上，200 万元以下的货物和服务采购 项目、400万元以下的工程采购项目，适宜由中小企 业提供的，采购人应当专门面向中小企业采购。 ( )","A. 正确
B. 错误","A"
"判断题","采购项目涉及中小企业采购的，采购文件应当明确预留份额的采购项目或者采购包，明确该项目或相关采购包专门面向中小企业采购，以及相关标的及预算金额。 ( )","A. 正确
B. 错误","A"
"判断题","对于经主管预算单位统筹后未预留份额专门面向中小 企业采购的采购项目，采购人、采购代理机构应当对 符合规定的小微企业报价给予 10%—20% 的扣除。()","A. 正确
B. 错误","A"
"判断题","采购人应当严格按照本办法规定和主管预算单位制定 的预留采购份额具体方案开展采购活动。预留份额的 采购项目或者采购包，通过发布公告方式邀请供应商 后，符合资格条件的中小企业数量不足3 家的，应当 中止采购活动，视同未预留份额的采购项目或者采购 包，按照本办法第九条有关规定重新组织采购活动。","A. 正确
B. 错误","A"
"判断题","中小企业参加政府采购活动，应当出具《中小企业声 明函》，否则不得享受相关中小企业扶持政策。 ( )","A. 正确
B. 错误","A"
"判断题","中标、成交供应商享受中小企业扶持政策的，采购人 、采购代理机构应当随中标、成交结果公开中标、成 交供应商的《中小企业声明函》。 ( )","A. 正确
B. 错误","A"
"判断题","对于通过预留采购项目、预留专门采购包、要求以联 合体形式参加或者合同分包等措施签订的采购合同， 应当明确标注本合同为中小企业预留合同。 ( )","A. 正确
B. 错误","A"
"判断题","鼓励各地区、各部门在采购活动中允许中小企业引入 信用担保手段，为中小企业在投标（响应）保证、履 约保证等方面提供专业化服务。 ( )","A. 正确
B. 错误","A"
"判断题","政府采购监督检查、投诉处理及政府采购行政处罚中 对中小企业的认定，由货物制造商或者工程、服务供 应商注册登记所在地的县级以上人民政府中小企业主 管部门负责。 ( )","A. 正确
B. 错误","A"
"判断题","各地区、各部门应当对涉及中小企业采购的预算项目 实施全过程绩效管理，合理设置绩效目标和指标，落 实扶持中小企业有关政策要求。 ( )","A. 正确
B. 错误","A"
"判断题","采购人未按《政府采购促进中小企业发展管理办法》 规定为中小企业预留采购份额的，属于未按照规定执 行政府采购政策。 ( )","A. 正确
B. 错误","A"
"判断题","供应商按照《政府采购促进中小企业发展管理办法》 规定提供声明函内容不实的，属于提供虚假材料谋取 中标、成交或者弄虚作假骗取中标。 ( )","A. 正确
B. 错误","A"
"判断题","财政部门、中小企业主管部门及其工作人员在履行职 责中违反《政府采购促进中小企业发展管理办法》规 定及存在其他滥用职权 、玩忽职守、徇私舞弊等违 法违纪行为的，依照《中华人民共和国政府采购法》 、《中华人民共和国公务员法》、《中华人民共和国 监察法》等国家有关规定追究相应责任。 ( )","A. 正确
B. 错误","A"
"判断题","对外援助项目、国家相关资格或者资质管理制度另有 规定的项目，不适用《政府采购促进中小企业发展管 理办法》。 ( )","A. 正确
B. 错误","A"
"判断题","根据中小企业划型标准规定，中小微型企业的划分标 准包括从业人员和营业收入。","A. 正确
B. 错误","B"
"判断题","专门面向中小企业的采购项目，可以同时执行小型、 微型企业价格评审优惠等政策。","A. 正确
B. 错误","B"
"判断题","在货物采购项目中，货物由中小企业制造即可享受扶 持政策，与供应商是否为中小企业无关。","A. 正确
B. 错误","A"
"判断题","中小企业声明函实行自我声明、无需提供佐证材料， 采购人不得要求中小企业额外提供证明文件。（）","A. 正确
B. 错误","A"
"判断题","联合体参与政府采购活动，联合体中中小企业的合同 金额占比达到30%以上的，可享受中小企业相关优惠 政策。（）","A. 正确
B. 错误","A"
"判断题","福建省省级医院采购一批预算金额为80万元的医疗设 备，采购人可以不预留份额给中小企业。（）","A. 正确
B. 错误","A"
"判断题","采购人未按规定执行价格评审优惠的，由行政主管部 门责令改正。（）","A. 正确
B. 错误","A"
"判断题","采购人应当严格按照本办法规定和主管预算单位制定 的预留采购份额具体方案开展采购活动。预留份额的 采购项目或者采购包，通过发布公告方式邀请供应商 后，符合资格条件的中小企业数量不足3 家的，采购 活动可以正常进行。","A. 正确
B. 错误","B"
"判断题","供应商提供虚假中小企业声明函的，将被禁止参与政 府采购活动1-3年。（）","A. 正确
B. 错误","A"
"判断题","采购人可以根据实际情况，调整预留份额的比例，无 需向财政部门备案。（）","A. 正确
B. 错误","B"
"判断题","政府采购合同中，应当约定中小企业的履约保证金可 以银行保函替代。（）","A. 正确
B. 错误","A"
"判断题","政府采购合同中，约定中小企业的履约保证金应当以 现金支付。（）","A. 正确
B. 错误","B"
"判断题","各地区、各部门应当对涉及中小企业采购的预算项目 实施全过程绩效管理，合理设置绩效目标和指标，落 实扶持中小企业有关政策要求，定期开展绩效监控和 评价，强化绩效评价结果应用。（）","A. 正确
B. 错误","A"
"判断题","对于预留份额的采购项目，中小企业可以分包给大型 企业完成。（）","A. 正确
B. 错误","B"
"判断题","福建省省级某高校采购一批教学设备，预算金额为 500万元，面向中小企业的预留份额由30%以上阶段性 提高至40%以上。","A. 正确
B. 错误","A"
"判断题","在货物采购项目中，采购包含有多个采购标的的，大 型企业提供的所有采购标的均为小微企业制造的，可 享受价格评审优惠政策。","A. 正确
B. 错误","A"
"判断题","某高校采购一批科研设备，预算金额为185万元，非 专门面向中小企业采购，在采购过程中，供应商提供 的货物既有中型企业制造，也有小微企业制造的，不 享受办法规定的小微企业扶持政策。","A. 正确
B. 错误","A"
"判断题","两公司负责人为同一人，甲公司属于大企业，乙公司 属于小型企业，乙公司去投标时不能享受《政府采购 促进中小企业发展管理办法》给予中小企业的政策优惠。","A. 正确
B. 错误","A"
"判断题","某政府采购项目，供应商出具的《中小企业声明函》 无需提供任何证明材料，采购人、采购代理机构不得 要求供应商提供中小企业身份证明文件。","A. 正确
B. 错误","A"
"判断题","某单位采购保安服务项目，采购人可以将供应商的注 册资本、资产总额、营业收入等规模条件作为资格要 求或者评审因素。（）","A. 正确
B. 错误","B"
"判断题","政府采购项目的采购合同签订后，发现供应商提供的 《中小企业声明函》虚假的，应当撤销合同，并将该 供应商列入不良行为记录名单。","A. 正确
B. 错误","A"
