"type","question","options","answer"
"多选题","根据《招标投标法》，招标公告应当载明哪些事项？","A. 招标人的名称和地址
B. 招标项目的性质、数量
C. 招标项目的实施地点和时间
D. 获取招标文件的办法
E. 招标项目的评审专家名单","ABCD"
"多选题","根据《招标投标法》，招标文件应当包括以下哪些内容？","A. 招标项目的技术要求
B. 对投标人资格审查的标准
C. 投标报价要求和评标标准
D. 拟签订合同的主要条款
E. 招标代理机构负责人的姓名","ABCD"
"多选题","根据《招标投标法》，投标人不得从事哪些违法行为？","A. 相互串通投标报价
B. 与招标人串通投标
C. 以向评标委员会成员行贿的手段谋取中标
D. 以低于成本的报价竞标
E. 与他人组成联合体投标","ABCD"
"多选题","根据《招标投标法》，具备什么条件的招标人可以自行办理招标事宜？","A. 具有法人资格
B. 具有编制招标文件的能力
C. 具有组织评标的能力
D. 在建设主管部门备案
E. 具有与项目规模相适应的专业人员","BC"
"多选题","根据《招标投标法》，招标人负有哪些保密义务？","A. 不得向他人透露已获取招标文件的潜在投标人的名称、数量
B. 不得透露可能影响公平竞争的有关招标投标的其他情况
C. 招标人设有标底的，标底必须保密
D. 评标委员会成员的名单在开标前应当保密
E. 投标文件的内容在开标前应当保密","ABC"
"多选题","根据《招标投标法》，关于联合体投标的说法正确的是（）","A. 两个以上法人或者其他组织可以组成一个联合体，以一个投标人的身份共同投标
B. 联合体各方均应当具备承担招标项目的相应能力
C. 由同一专业的单位组成的联合体，按照资质等级较高的单位确定资质等级
D. 联合体各方应当签订共同投标协议，明确约定各方拟承担的工作和责任，并将共同投标协议连同投标文件一并提交招标人
E. 联合体中标的，联合体各方应当共同与招标人签订合同，就中标项目向招标人承担连带责任","ABDE"
"多选题","招标代理机构在组织开标时，应遵守《招标投标法》哪些规定（）","A. 开标应当在招标文件确定的提交投标文件截止时间的同一时间公开进行
B. 开标地点应当为招标文件中预先确定的地点
C. 邀请所有投标人参加开标
D. 开标时，由投标人或者其推选的代表检查投标文件的密封情况开标时，也可以由招标人委托的公证机构检查并公证
E. 开标过程应当记录，并存档备查","ABCDE"
"多选题","根据《招标投标法》,某省重点高速公路项目招标，投标人A为增强竞争力，邀请同省从事建材贸易但无施工资质的B公司组成联合体投标，并由A公司全权负责投标文件编制与报价,A、B共同联合参与施工。同时，A公司私下承诺，若中标将向评审专家C支付一笔“协作费”。根据《招标投标法》，下列哪些说法是正确的？","A. 联合体AB投标的行为本身合法
B. 该联合体投标行为违法，因为B公司不具备承担项目所需的施工资质
C. A公司向评审专家C支付“协作费”的承诺，可能构成向他人行贿以谋取中标
D. 即使B公司无资质，只要联合体协议约定A承担全部责任，该投标就有效
E. 评标委员会若发现此情况，应否决其投标","BCE"
"多选题","根据《招标投标法》,在某大型设备招标项目的评标结束后，招标人发现排名第一的中标候选人甲公司，在其投标文件中提供的某关键业绩合同复印件存在瑕疵，真实性存疑。招标人欲进行调查核实。在此过程中，下列哪些做法是《招标投标法》明确禁止或存在重大法律风险的？","A. 招标人单独约谈甲公司项目负责人，要求其对业绩瑕疵作出解释并提供证明材料
B. 招标人书面发函要求甲公司限期澄清，并将该澄清函件同时抄送了排名第二的中标候选人乙公司，以示公正
C. 招标人组织原评标委员会对甲公司的业绩问题进行复核，并由评标委员会作出是否影响中标结果的认定
D. 招标人以“对中标候选人的业绩真实性无法确认”为由，直接决定不发出中标通知书，并宣布从第二名候选人中重新确定中标人
E. 招标人将相关线索和材料直接移交行政监督部门，请求监管部门依法进行调查并作出认定","ABD"
"判断题","根据《招标投标法》，招标代理机构应当在招标人委托的范围内办理招标事宜，并遵守《招标投标法》关于招标人的规定。","A. 正确
B. 错误","A"
"判断题","根据《招标投标法》，招标人可以在招标公告中要求潜在投标人提供有关资质证明文件和业绩情况。","A. 正确
B. 错误","A"
"判断题","根据《招标投标法》，招标人可以在招标文件中标明特定的生产供应者。","A. 正确
B. 错误","B"
"判断题","根据《招标投标法》，招标人根据招标项目的具体情况，可以组织潜在投标人踏勘项目现场。","A. 正确
B. 错误","A"
"判断题","根据《招标投标法》，某投标人向招标代理机构询问获取招标文件的投标人数量，招标代理机构可以告知。","A. 正确
B. 错误","B"
"判断题","根据《招标投标法》，投标人在招标文件要求提交投标文件的截止时间后，可以补充、修改或撤回其投标文件。","A. 正确
B. 错误","B"
"判断题","根据《招标投标法》，联合体各方应当共同与招标人签订合同，并就中标项目向招标人承担连带责任。","A. 正确
B. 错误","A"
"判断题","根据《招标投标法》，招标人从评标专家库中选取的专家，其专业背景必须与招标项目所属行业完全一致。","A. 正确
B. 错误","B"
"判断题","根据《招标投标法》，某省重点水利项目，因技术复杂、有特殊要求，只有3家潜在投标人能够承担。经该省水利厅批准，招标人可以采取邀请招标方式。","A. 正确
B. 错误","B"
"判断题","根据《招标投标法》，由甲、乙、丙三家公司组成的联合体在某项目中标后，因内部纠纷，甲公司在未通知招标人的情况下，单独与招标人签署了项目合同。该合同对招标人具有约束力","A. 正确
B. 错误","B"
