"type","question","options","answer"
"单选题","关于承接主体使用政府购买服务合同融资的 相关要求，下列说法错误的是","A. 承接主体开展合同融资的前提是遵守法律法规及相关监管规定，不得违规进行融资
B. 政府购买服务合同是承接主体向金融机构申请融资的合法依据之一
C. 承接主体可凭借政府购买服务合同，向金融机构申请不限用途的融资资金
D. 金融机构针对政府购买服务合同开展融资业务，也需符合自身风控及监管要求","C"
"多选题","为规范政府购买服务行为，促进转变政府职 能，改善公共服务供给，根据（） 等法律、 行政法规的规定，制定本办法。","A. 《中华人民共和国预算法》
B. 《中华人民共和国政府采购法》
C. 《中华人民共和国合同法》
D. 《中华人民共和国招标投标法》
E. 《中华人民共和国劳动法》","ABC"
"多选题","根据《政府购买服务管理办法》，以下说法 错误的是：","A. 民政部负责制定全国性政府购买服务制度
B. 商务部负责制定全国性政府购买服务制度
C. 财政部负责制定全国性政府购买服务制度
D. 县级以上地方人民政府财政部门负责本行政区域政府购买服务管理
E. 县级以上地方人民政府民政部门负责本行政区域政府购买服务管理","ABE"
"多选题","哪些单位不可以作为政府购买服务的承接主 体。","A. 公益一类事业单位
B. 公益二类事业单位
C. 未从事生产经营活动的事业单位
D. 使用事业编制且由财政拨款保障的群团组织
E. 某国有保险公司","ACD"
"多选题","以下各项不得纳入政府购买服务范围","A. 属于政府职责范围的服务事项
B. 应当由政府直接履职的事项
C. 政府采购法律、行政法规规定的货物和工程，以及将工程和服务打
包的项目
D. 融资行为
E. 以劳务派遣方式用工","BCDE"
"多选题","政府购买服务指导性目录在中央和省两级实 行分级管理，（ ）和（ ）分别制定本级政 府购买服务指导性目录，各部门在本级指导 性目录范围内编制本部门政府购买服务指导性目录。","A. 财政部
B. 省级财政部门
C. 市级财政部门
D. 区级财政部门
E. 县级财政部门","AB"
"多选题","政府购买的基本公共服务项目的（ ）、（）、（ ）等标准要素，应当符合国家基本公共服务标准相关要求。","A. 服务内容
B. 水平
C. 标准
D. 流程
E. 方案","ABD"
"多选题","政府购买服务项目所需资金应当在相关部门 预算中统筹安排，并与（ ）相衔接，未列 入预算的项目不得实施。以下说法错误的是：","A. 中期财政规划
B. 后期财政规划
C. 前期财政规划
D. 末期财政规划
E. 首期财政规划","BCDE"
"多选题","购买主体应当根据购买内容及市场状况、相 关供应商服务能力和信用状况等因素，通过 （ ）择优确定承接主体。以下说法错误的是：","A. 自由平等
B. 公开透明
C. 诚实信用
D. 公平竞争
E. 公正","ABCE"
"多选题","根据《政府购买服务管理办法》，政府购买服务，是指各级国家机关将属于自身职责范围且适合通过市场化方式提供的服务事项，按照政府采购方式和程序，交由符合条件的服务供应商承担，并根据服务（ ）和（ ）等因素向其支付费用的行为。","A. 数量
B. 水平
C. 质量
D. 特点
E. 范围","AC"
"多选题","公益一类事业单位、使用事业编制且由财政 拨款保障的群团组织，（ ）为政府购买服 务的购买主体和承接主体。以下说法错误的是：","A. 不作
B. 可以
C. 应该
D. 视情况
E. 必须","BCDE"
"多选题","购买主体及财政部门应当将绩效评价结果作 为（）、（）、和（）的重要依据。","A. 承接主体选择
B. 预算安排
C. 政策调整
D. 需求调整
E. 评审因素","ABC"
"多选题","根据《政府购买服务管理办法》，承接主体 应当配合相关部门对资金使用情况进行（） 与（）。","A. 监督检查
B. 绩效评价
C. 效益检查
D. 意见评价
E. 审计","AB"
"多选题","某服务事项是否适合实行政府购买服务的判 断依据有（）","A. 通过市场化方式提供可以减少政府责任
B. 市场上存在该服务事项的供应商，存在该服务事项的市场交易活动
C. 市场存在对该服务事项的潜在需求，通过引导可望培育出一定规模
和数量的服务商，形成对该服务事项的一定程度的竞争性
D. 通过市场化方式提供比由政府自身直接提供更具效率
E. 为有政府背景的企业获取政府采购份额","BCD"
"多选题","下列哪项表述不属于政府购买服务的核心特 征？（）","A. 政府直接聘用临时工作人员完成公共服务
B. 政府通过财政资金支付费用，由承接主体提供公共服务
C. 政府将自身职权范围内的行政审批事项委托企业办理
D. 政府向社会公众收取费用购买第三方服务
E. 政府将不属于政府职责范围的服务事项委托承接主体提供服务","ACDE"
"多选题","下列哪些单位可以作为政府购买服务的购买 主体。 ( )","A. 各级监察机关
B. 各级人民政府
C. 各级审判机关
D. 按照事业单位分类改革政策规定、不承担行政职能的事业单位
E. 使用事业编制且由财政拨款保障的群团组织","ABC"
"多选题","以下哪些单位不能做为政府购买服务项目的 购买主体。 ( )","A. 某省高级人民法院
B. XX公立大学
C. XX市二乙医院工会
D. XX市疾病预防控制中心
E. 国家监察委员会","BCD"
"多选题","下列哪些单位可以作为政府购买服务的承接 主体。 ( )","A. X地省级公立三甲医院
B. X市事业编制的规划设计院
C. X市公办聋哑学校
D. X市XX大学
E. X市疾病预防控制中心","ABD"
"多选题","以下哪些单位可以做为政府购买服务项目的 承接主体。 ( )","A. XX日报社
B. 妇女联合会
C. 具备法定资格条件的个人
D. XXX农民专业合作社
E. 基层群众性自治组织","ACDE"
"多选题","关于政府购买服务的承接主体，下列情形中 符合办法要求的是（ ）","A. 某社会组织具备独立法人资格，近 3 年无重大违法记录，承接养老
服务项目
B. 某企业注册资本 800 万元，具有相应专业技术团队，承接市政设施
检测服务
C. 某行政机关下属一类事业单位，承接本机关委托的政策研究服务
D. 某合伙制企业具备相应资质，近 2 年净资产收益率保持 8% 以上，
承接数据处理服务
E. 某残疾人联合会，承接理疗康复服务","ABD"
"多选题","下列教育领域服务事项中，不得纳入政府购 买服务范围的有（ ）","A. 某教育局采购普通高中的学科类教学辅导服务
B. 教育考试命题、阅卷等核心管理服务
C. 某教育局采购学校安全保卫中的专业安防服务
D. 义务教育阶段的学籍审核、招生录取等行政履职事项
E. 某教育局采购全中学生运动会策划执行服务","BD"
"多选题","政府购买养老服务过程中，下列哪些要求是 错误（ ）","A. 委托承接主体代为审批养老机构设立许可
B. 购买为失能老人提供的上门护理、康复照料服务
C. 将养老服务人员的聘用事项直接纳入政府购买服务范围
D. 要求承接主体必须以公益一类事业单位为唯一组织形式
E. 要求承接主体必须以由财政拨款保障的群团组织","ACD"
"多选题","根据《政府购买服务管理办法》，下列哪些 事项不得纳入政府购买服务范围？（ ）","A. 融资项目
B. 行政决策、行政执行、行政监督等机关自身履职事项
C. 不属于政府职责范围的服务事项
D. 应当由政府直接提供、不适合市场化方式提供的服务事项
E. 将工程和服务打包的项目","ABCDE"
"多选题","以下哪些项目可以做为政府购买服务。 ( )","A. X市人力资源和社会保障厅计划采购创业指导服务
B. X市体育局计划采购夕阳红杯门球比赛组织服务
C. X市民政局计划采购农村留守儿童关爱服务
D. X市公安局计划聘用民警
E. X市市场监督部门将行政审批权限对外委托","ABC"
"多选题","以下哪些项目不宜做为政府购买服务。 ( )","A. X发改局计划采购行政决策制定服务
B. X市公安局计划采购社会治安巡逻服务
C. X市民政局计划采购社会调查服务
D. X市体育局计划采购体育用房配套装修项目
E. X市统计局计划采购数据采集服务","AD"
"多选题","以下哪些项目不得做为政府购买服务。 ( )","A. X市交通局计划采购水路运输保障服务项目
B. X市建设局计划采购公共设施管理服务（含新路段新管道的铺设）
C. X县教育局计划采购课程研究与开发服务
D. X省公立大学计划采购课程研究与开发服务
E. X公立大学采购校园保洁服务","BDE"
"多选题","购买主体应当根据购买内容及市场状况、相 关供应商服务能力和信用状况等因素，不能 通过（ ）择优确定承接主体。","A. 随机抽取
B. 单位会议
C. 公平竞争
D. 投票表决
E. 单位指定","ABDE"
"多选题","关于政府购买服务预算管理，下列说法正确 的是（ ）","A. 购买服务预算应当在部门预算中单独列示
B. 购买服务预算不得用于购买工程类项目
C. 未列入预算的政府购买服务项目，不得组织实施
D. 购买服务预算根据实际需求在年度中期随意调整
E. 政府购买服务项目所需资金应当与中期财政规划相衔接","ABCE"
"多选题","关于政府购买服务合同的签订与履行，下列 表述正确的有（ ）","A. 合同应当明确服务内容、服务标准、服务期限、资金支付方式等核心条款
B. 购买主体要求承接主体接受全部服务完成后一次性付款
C. 承接主体不得将服务项目转包给其他主体
D. 合同变更需经采购审批部门批准，且变更金额不得超过原合同金额的 20%
E. 政府购买服务合同一经签订，不得变更","AC"
"多选题","某区民政局为提升养老服务质量，计划通过 政府购买服务方式引入专业机构开展社区养 老照料服务。该局拟定方案哪些不符合规 定？（ ）","A. 服务内容包括为辖区 60 岁以上老人提供日间照料、健康监测、文化娱乐等服务
B. 资金从社会捐赠资金中列支，未纳入年度部门预算
C. 采用单一来源采购方式直接确定承接主体，理由是 “该事业单位熟悉本区养老情况，服务经验丰富”
D. 没有绩效评价条款
E. 要求拟引入的专业机构具有养老照料服务相关经验","BCD"
"多选题","下列哪些关于政府购买服务的表述是错误的 。（）","A. 购买主体可以依法依规使用政府购买服务合同向金融机构融资
B. 承接主体应当按照合同约定提供服务，可以将部分服务内容转包给其他主体
C. 承接主体因不可抗力无法履行合同的，购买主体应当根据影响退还其缴纳的全额或部分履约保证金
D. 对弄虚作假、骗取政府购买服务资金的承接主体，监管部门可没收违法所得，列入不良行为记录名单，在一至三年内禁止参加政府采购活动
E. 购买主体不得以任何形式为承接主体的融资行为提供担保","AB"
"判断题","政府购买服务应当遵循预算约束、以事定费 、公开择优、诚实信用、讲求绩效原则。","A. 正确
B. 错误","A"
"判断题","购买主体可以结合购买服务项目的特点规定 承接主体的具体条件，但不得违反政府采购 法律、行政法规，以不合理的条件对承接主 体实行差别待遇或者歧视待遇。","A. 正确
B. 错误","A"
"判断题","公益二类事业单位、使用事业编制且由财政 拨款保障的群团组织，不作为政府购买服务 的购买主体和承接主体。","A. 正确
B. 错误","B"
"判断题","政府购买服务的内容包括政府向社会公众提 供的公共服务，以及政府履职所需辅助性服务。","A. 正确
B. 错误","A"
"判断题","应当由政府直接履职的事项不得作为政府购 买服务内容的事项。","A. 正确
B. 错误","A"
"判断题","政府购买服务的具体范围和内容实行指导性 目录管理，指导性目录依法予以公开。","A. 正确
B. 错误","A"
"判断题","政府购买服务指导性目录在省级和市级两级实行分级管理，省级和市级财政部门分别制定本级政府购买服务指导性目录，各部门在本级指导性目录范围内编制本部门政府购买服务指导性目录。","A. 正确
B. 错误","B"
"判断题","市级财政部门根据本地区情况确定省以下政 府购买服务指导性目录的编制方式和程序。","A. 正确
B. 错误","B"
"判断题","编制、调整政府购买服务指导性目录应当充分征求相关部门意见，根据实际需要进行专家论证。","A. 正确
B. 错误","A"
"判断题","政府购买服务应当突出公共性和公益性，重 点考虑、优先安排与改善民生密切相关，有 利于转变政府职能、提高财政资金绩效的项目。","A. 正确
B. 错误","A"
"判断题","购买主体应当根据购买内容及市场状况、相 关供应商服务能力和信用状况等因素，通过 公平竞争择优确定承接主体。","A. 正确
B. 错误","A"
"判断题","政府购买服务项目采购环节的执行和监督管理，包括分散采购目录及标准、采购政策、采购方式和程序、信息公开、质疑投诉、失信惩戒等，按照政府采购法律、行政法规和相关制度执行。","A. 正确
B. 错误","B"
"判断题","政府购买服务合同的签订、履行、变更，应 当遵循《中华人民共和国合同法》的相关规定。","A. 正确
B. 错误","A"
"判断题","政府购买服务合同履行期限一般不超过1年","A. 正确
B. 错误","A"
"判断题","有关部门应当建立健全政府购买服务监督管 理机制","A. 正确
B. 错误","A"
"判断题","具备条件的个人可以作为政府购买服务的承 接主体","A. 正确
B. 错误","A"
"判断题","根据《政府购买服务管理办法》第六条规 定，依法成立的、经费由财政拨款全额保障 的行业协会，因属于社会组织范畴，故可以 作为政府购买服务的承接主体。","A. 正确
B. 错误","B"
"判断题","根据《政府购买服务管理办法》第七条规 定，某企业因上一年度政府采购活动中存在 轻微违约行为，被记入政府采购信用档案但 未被列入严重违法失信行为记录名单，该企 业可以参与政府购买服务项目的采购活动。","A. 正确
B. 错误","A"
"判断题","中小学（义务教育阶段）、博物馆、防疫站 可以作为政府购买服务的购买主体和承接主体","A. 正确
B. 错误","B"
"判断题","医疗卫生领域的基础设施建设可以作为政府 购买服务项目","A. 正确
B. 错误","B"
"判断题","银行贷款、债券发行、应付票据及应付账款 等债务性融资可以纳入政府购买服务范围","A. 正确
B. 错误","B"
"判断题","某机关单位拟采购公共教育基础设施管理与 维护服务，已安排预算，可以实施政府购买服务","A. 正确
B. 错误","A"
"判断题","根据《政府购买服务管理办法》第十七条规定，某购买主体在遴选政府购买服务承接主体时，因某家供应商服务能力突出且信用评级为最高级，可直接确定其为承接主体，无需再通过公平竞争程序。","A. 正确
B. 错误","B"
"判断题","某乡镇政府为完善政务大厅导办服务，通过 “政府购买服务” 方式，聘用 10 名社会人 员长期驻厅提供导办服务，约定服务期限 2 年，每日工作时长与正式职工一致，按月发 放固定报酬，但未签订劳动合同、不缴纳社 会保险，仅签订《政府购买服务协议》。","A. 正确
B. 错误","B"
"判断题","省直某政府购买服务项目，预算金额500万， 在采购环节发生供应商质疑事项，因该项目 属于政府购买服务范畴，无需按照政府采购 相关法规处理，可由购买主体自行协商解决。","A. 正确
B. 错误","B"
"判断题","某市民政局实施 “社区儿童心理疏导服务”政府购买项目，项目预算 200 万元。该民政局仅在项目结束后，组织内部人员开展了一次绩效评价，未开展事前绩效评估，也未引入第三方参与评价。","A. 正确
B. 错误","B"
"判断题","某购买主体在遴选同类政府购买服务项目承 接主体时，因 A 供应商上一年度绩效评价结 果为 “良好”，直接将其确定为承接主体， 无需再履行公平竞争程序。","A. 正确
B. 错误","B"
"判断题","某区教育局通过公开招标确定了 “校园课后 托管服务” 的承接供应商，双方签订的合同 该区教育局以 “保护供应商商业秘密” 为 由，未将该合同向社会公告。","A. 正确
B. 错误","B"
"判断题","承接主体可以在服务实施期间将全部服务事 项转交给具备资质的另一社会组织负责，其 只负责收取管理费。","A. 正确
B. 错误","B"
"判断题","某企业承接了某局的政府购买服务项目，项 目实施过程中，该企业仅以电子表格形式记 录了相关数据结果，未建立专门的项目台账。","A. 正确
B. 错误","B"
