"type","question","options","answer"
"多选题","某单位因拟采购的实验室科研设备技术结构复杂、专业要求特殊，决定采用竞争性磋商方式组织实施本次采购。关于本次采购评审中价格分值的权重设置，下列选项中符合《政府采购竞争性磋商采购方式管理暂行办法》规定的有（ ）。","A. 20%
B. 40%
C. 50%
D. 60%","BCD"
"多选题","在竞争性磋商采购中，磋商小组要求供应商澄清的内容不得（）","A. 超出响应文件范围
B. 改变实质性内容
C. 补正计算错误
D. 更正文字错误","AB"
"多选题","根据《政府采购竞争性磋商采购方式管理暂行办法》及相关规定，下列关于政府采购供应商库的说法中，正确的有（）","A. 财政部门不得收取入库费用
B. 不得利用供应商库进行地区封锁
C. 符合条件供应商可随时申请入库
D. 符合条件供应商可在采购活动开始前申请入库","ABD"
"多选题","根据《政府采购竞争性磋商采购方式管理暂行办法》，关于采购人确定成交供应商，下列说法正确的有（ ）","A. 采购人应当在收到评审报告后5个工作日内确定成交供应商
B. 采购人应当从评审报告提出的成交候选供应商中，按照排序由高到低的原则确定成交供应商
C. 采购人可以书面授权磋商小组直接确定成交供应商
D. 采购人逾期未确定成交供应商且不提出异议的，视为确定评审报告提出的排序第一的供应商为成交供应商","ABCD"
"多选题","某“智能监控系统”采购项目采用竞争性磋商方式，评审时最后报价分别为：供应商甲：88万元、供应商乙：95万元、供应商丙：82万元供应商丁：105万元、磋商小组在计算价格分时，下列做法符合《政府采购竞争性磋商采购方式管理暂行办法》第二十四条规定的有（ ）。","A. 采用综合评分法，价格分统一采用低价优先法计算
B. 去掉最高报价105万元和最低报价82万元，以乙、甲报价的平均值作为磋商基准价
C. 按公式“磋商报价得分 = (磋商基准价/最后磋商报价) × 价格权值 × 100”计算各供应商价格分
D. 将最低报价82万元设为磋商基准价
E. 在评审过程中，因丁的报价过高，决定将其报价排除后计算基准价","ACD"
"多选题","某市数据局采用竞争性磋商方式采购“政务数据治理服务”。磋商文件要求供应商提供有效的营业执照副本复印件和近3年无重大违法记录的书面声明。供应商甲在响应文件中提交了上述材料并成交。后经查实，其营业执照已于响应文件提交前被吊销。下列说法正确的有（  ）。","A. 供应商应对其提交的响应文件的真实性、合法性承担法律责任
B. 提交已被吊销的营业执照，属于提供不合法的响应材料
C. 即使供应商不知晓执照被吊销，仍需依法承担责任
D. 磋商小组应在评审阶段对营业执照真实性进行司法鉴定","ABC"
"多选题","根据《政府采购竞争性磋商采购方式管理暂行办法》，下列哪些事项必须在竞争性磋商公告中公开？（）","A. 采购项目预算金额
B. 获取磋商文件的时间、地点、方式及售价
C. 响应文件提交的截止时间、开启时间及地点
D. 评审专家的人数与专业要求","ABC"
"多选题","根据《政府采购竞争性磋商采购方式管理暂行办法》，关于采购人与成交供应商签订合同时，采购人不得对下列哪些内容进行变更（）","A. 提高技术标准
B. 减少采购数量
C. 增加实质性条款
D. 要求成交供应商赠送耗材","ABCD"
"多选题","某高校就一信息化建设项目采用竞争性磋商方式进行政府采购。在磋商过程中，下列哪些做法符合《政府采购竞争性磋商采购方式管理暂行办法》第十九条的规定？","A. 磋商小组先与报价最低的供应商进行磋商，再视情况决定是否与其他供应商磋商
B. 磋商小组集中全体成员，分别与每一家提交响应文件的供应商进行一对一磋商
C. 为提高效率，磋商小组分两组同时与不同供应商进行磋商
D. 磋商小组给予所有实质性响应的供应商平等的磋商机会，包括相同的问题澄清时间与技术方案修改机会","BD"
"多选题","某高校拟以竞争性磋商方式，采购技术复杂的专用科研设备。磋商文件规定：“提供国家强制节能认证产品的，每项加2分；未提供的，不加分但可参与评审。”评审中，磋商小组发现该要求将《节能产品政府采购清单》中的强制采购品目仅作为加分项，未设为实质性响应条件。此时，磋商小组应如何处理？","A. 继续评审，因多数供应商已按文件准备材料
B. 停止评审
C. 向采购人或采购代理机构说明情况
D. 直接书面报告财政部门","BC"
"多选题","某市高校采用竞争性磋商方式采购信息化系统建设项目。评审结束后发 现：①专家甲对供应商A的“业绩”项（属客观分）打3分，其他专家均打 1分；②汇总表因录入错误，将供应商B的总分少计2分；③成交候选人C提供的设备样品经第三方检测，关键参数低于响应文件承诺值。采购人拟组织重新评审。下列说法符合规定的有（ ）。","A. 因客观分评分不一致，可对第①项重新评审
B. 因分值汇总计算错误，可对第②项重新评审
C. 因样品检测结果不符，可据此取消C资格并调整排序
D. 重新评审方案须报财政部门批准后方可实施","AB"
"多选题","某高校竞争性磋商采购教学软件系统。3人磋商小组评审后，2人同意推荐 A公司为第一成交候选人，专家王某反对但未在评审报告上签字，也未提交书面说明。下列做法中，符合规定的有（ ）。","A. 磋商小组按少数服从多数原则确定A公司为成交候选人，采购程序继续
B. 要求王某必须在报告上签署不同意见并说明理由
C. 因王某拒签且未说明理由，视为其同意评审报告
D. 采购人应在3个工作日内确认成交结果","AC"
"多选题","某市医院采用竞争性磋商方式采购医疗信息系统。磋商小组在评审过程中发现供应商有下列哪些违法行为时，应当及时向财政部门报告？（ ）","A. 供应商甲向采购人、采购代理机构或磋商小组成员赠送购物卡；
B. 供应商乙提交的业绩合同系伪造；
C. 供应商丙与丁私下协商报价；
D. 供应商戊未完全响应“7×24小时运维”要求，但承诺签约后落实；","ABC"
"多选题","某市交通局竞争性磋商采购智能公交调度系统，磋商文件要求：软件须基于“阿里云”架构开发；供应商须本省注册且有本市同类业绩；核心人员需持“阿里云高级工程师”认证；鼓励使用节能环保设备。下列哪种情形属于磋商文件编制的禁止行为？（）","A. 要求基于“阿里云”架构开发
B. 要求本省注册及本市业绩
C. 要求持有阿里云认证
D. 鼓励使用节能环保设备","ABC"
"多选题","在某科研设备运维服务竞争性磋商项目中，磋商小组根据供应商反馈，拟对磋商文件进行调整。根据《政府采购竞争性磋商采购方式管理暂行办法》第二十条，以下哪些内容可以由磋商小组在磋商过程中作出实质性变动？（）","A. 技术、服务要求
B. 合同草案条款
C. 最终报价的提交形式和轮次
D. 磋商保证金数额","AB"
"判断题","竞争性磋商采购方式只能用于政府购买服务项目。（ ）","A. 正确
B. 错误","B"
"判断题","根据《政府采购竞争性磋商采购方式管理暂行办法》的规定，磋商文件可以要求供应商必须在采购人所在地设有分支机构或注册实体。（ ）","A. 正确
B. 错误","B"
"判断题","根据《政府采购竞争性磋商采购方式管理暂行办法》，采购人代表不得以评审专家身份参加本部门或本单位采购项目的评审。（ ）","A. 正确
B. 错误","A"
"判断题","根据《政府采购竞争性磋商采购方式管理暂行办法》，采购人或者采购代理机构应当在成交结果公告中公告磋商小组成员名单。（ ）","A. 正确
B. 错误","A"
"判断题","根据《政府采购竞争性磋商采购方式管理暂行办法》，采购人与成交供应商应当在成交通知书发出之日起30个工作日内签订政府采购合同。（）","A. 正确
B. 错误","B"
"判断题","根据《财政部关于政府采购竞争性磋商采购方式管理暂行办法有关问题的补充通知》（财库〔2015〕124号），在竞争性磋商采购过程中，符合要求的供应商（社会资本）只有1家时，采购人（项目实施机构）或者采购代理机构可以继续与其进行磋商。（ ）","A. 正确
B. 错误","B"
"判断题","根据《政府采购竞争性磋商采购方式管理暂行办法》，在采用综合评分法进行评审时，计算价格得分可以去掉最后报价中的最高报价和最低报价。（ ）","A. 正确
B. 错误","B"
"判断题","根据《政府采购竞争性磋商采购方式管理暂行办法》，采购人可以书面授权磋商小组直接确定成交供应商。（ ）","A. 正确
B. 错误","A"
"判断题","根据《政府采购竞争性磋商采购方式管理暂行办法》，评审专家在评审过程中泄露评审情况和评审中获悉的商业秘密的，应当承担相应的法律责任。（ ）","A. 正确
B. 错误","A"
"判断题","某县教育局采购智能阅卷软件系统，磋商文件规定保证金为项目预算的2%（即2万元）。供应商B提交了1.5万元保证金，并在响应文件中说明“剩余5000元将在签订合同后补交”。供应商B已提交大部分保证金且承诺后续补足，采购人可酌情接受其响应，避免因小额差额导致采购失败。","A. 正确
B. 错误","B"
"判断题","某市自然资源局采用竞争性磋商方式采购地理信息系统开发服务，项目预算为500万元。采购代理机构在发售磋商文件时，按预算金额的0.1%（即 5000元）定价，并解释称“高价可筛选更有实力的供应商”。","A. 正确
B. 错误","B"
"判断题","某市医院医疗设备运维服务项目，允许供应商以联合体形式参与磋商。联合体由A公司（牵头方）和B公司（成员）组成，磋商文件要求交纳保证金 5万元。A公司单独向采购代理机构账户转账5万元，并在备注中注明“联合体保证金”。采购代理机构可以B公司未参与交纳保证金，认定该联合体未按规定提交保证金并否决其响应文件。","A. 正确
B. 错误","B"
"判断题","某市级单位通过竞争性磋商采购财务软件系统，成交供应商A的最后报价为98万元。在合同签订前，采购人以“预算不足”为由，要求A公司在最后报价基础上再降低5%（即降价4.9万元），否则将取消其成交资格并顺延至第二名供应商。","A. 正确
B. 错误","B"
"判断题","某县农业农村局采购农产品质量检测服务，需推荐5家供应商。采购人推荐了2家，评审专家推荐了3家。","A. 正确
B. 错误","A"
"判断题","市交通局采购智能交通管理系统，磋商文件规定“综合评分仅以最后报价为准，报价最低者得满分100分，其余按比例扣分”。","A. 正确
B. 错误","B"
"判断题","某市疾控中心通过竞争性磋商确定A公司为核酸检测信息系统成交供应商。签约前，采购人组织实地考察，认为A公司技术团队规模小、履约能力不足，遂拒绝与其签订合同，并直接与排名第二的B公司签约。该做法是否符合（ ）","A. 正确
B. 错误","B"
"判断题","某高校因突发校区搬迁重大变故，决定取消原定的竞争性磋商采购项目。采购代理机构随即电话通知所有已提交响应文件的供应商“项目终止”，并书面报告财政部门说明原因。该做法是否符合（ ）","A. 正确
B. 错误","B"
"判断题","某市住建局在竞争性磋商采购智慧工地系统后，发现磋商小组未按文件要求对“数据对接能力”进行评分。采购人拟组织原磋商小组重新评审并修正结果。（ ）","A. 正确
B. 错误","B"
"判断题","某市档案馆采用竞争性磋商采购数字化加工服务，磋商文件已详细列明扫描分辨率、图像格式、质检标准等技术和服务要求。磋商结束后，共有3家实质性响应供应商提交了最后报价。采购人据此推进后续程序。（）","A. 正确
B. 错误","A"
"判断题","某采购代理机构于9月26日（周四）发布竞争性磋商公告并开始发售文 件，原定发售截止日为10月2日（周三）。因10月1日至3日为国庆法定节假日，采购人认为“5个工作日已满”，决定不再顺延截止日，仍按10月2日截止。（ ）","A. 正确
B. 错误","B"
"判断题","某市疾控中心以竞争性磋商方式采购一批采购技术复杂的检验设备，成交候选人A提供的样品在履约前被第三方检出关键性能不达标。采购人组织原磋商小组对样品复测，A公司未提出异议。随后，采购人据此取消其中标资格，并顺位确定第二名为成交供应商。（ ）","A. 正确
B. 错误","B"
"判断题","某市住建局于周一收到采购代理机构的竞争性磋商评审报告，市住建局未对其评审结果提出异议，并于第6个工作日（下周二） 正式向采购代理机构发文确定以评审报告中综合得分排序第一的供应商为成交人。采购代理机构认为：“既然最终还是选了第一名，且未提异议，应视为程序合法。 ”（ ）","A. 正确
B. 错误","B"
