"type","question","options","answer"
"判断题","合作创新采购的研发活动可以在国外进行。（ ）","A. 正确
B. 错误","B"
"判断题","合作创新采购的研发活动可以在香港进行。（ ）","A. 正确
B. 错误","B"
"判断题","合作创新采购的研发活动可以在澳门进行。（ ）","A. 正确
B. 错误","B"
"判断题","合作创新采购的研发活动可以在台湾金马进行。（）","A. 正确
B. 错误","B"
"判断题","合作创新采购中产生的知识产权一定属于采购人。 （ ）","A. 正确
B. 错误","B"
"判断题","合作创新采购谈判小组由采购人代表和评审专家共 三人以上单数组成。（ ）","A. 正确
B. 错误","B"
"判断题","某一合作创新采购项目中，采购人组建的谈判小组 由张三（采购人代表）、李四（法律专家）、王五 （经济专家）组成。","A. 正确
B. 错误","B"
"判断题","合作创新采购以公告形式邀请供应商的，公告期限 不得少于七个工作日。（ ）","A. 正确
B. 错误","B"
"判断题","合作创新采购提交参与合作创新采购申请文件的时 间自采购公告、邀请书发出之日起不得少于十个工 作日。（ ）","A. 正确
B. 错误","B"
"判断题","某重大合作创新采购项目，供应商按照研发合同约 定提供首购产品迭代升级服务，用升级后的创新产 品替代原首购产品。因采购人调整创新产品功能、 性能目标需要调整费用的，增加的费用不得超过首 购金额的百分之二十。","A. 正确
B. 错误","B"
"判断题","某重大合作创新采购项目，甲方与供应商签订的研 发合同期限约定为自2026年5月1日至2029年06月30 日，包括了创新产品研发、迭代升级以及首购交付 的期限。","A. 正确
B. 错误","B"
"判断题","某合作创新项目采购中，采购人根据创新概念交流 结果，形成的研发谈判文件中设置评审因素如下： 供应商研发方案25%，供应商提出的研发成本补偿金 额25%和首购产品金额的报价25%，研发完成时间 10%，创新产品的售后服务方案15%。","A. 正确
B. 错误","B"
"判断题","某研发合同中，供应商的当期费用为1000万元，其 中在研发过程中实际投入的设备费300万元、业务费 300万元、劳务费100万元、间接费用100万元、激励 费用200万元，研发合同约定的成本补偿比例为 50%，采购人实际支付的当期成本补偿费用为500万元。","A. 正确
B. 错误","B"
"判断题","某合作创新采购项目研发合同中，首购协议约定的 首购总金额为1000万元，采购人向首购产品供应商 支付了500万元预付款用于创新产品生产制造，该款 项比例设置是否符合文件要求（）","A. 正确
B. 错误","A"
