"type","question","options","answer"
"单选题","根据《福建省政府采购评审专家管理办法》，下列选项错误的是？","A. 迟到的评审专家可以参加本次抽取项目的评审活动，可以领取评审费用。
B. 评审专家违反评审纪律未完成评审工作擅自离开评审现场、故意拖延评审时长、不审签评审意见、不出具评审报告，不得领取劳务报酬和报销异地评审差旅费。
C. 评审专家在评审活动中有违法违规行为的，不得领取劳务报酬和报销异地评审差旅费。
D. 评审专家以外的其他人员不得领取评审劳务报酬。","A"
"单选题","根据《福建省政府采购评审专家管理办法》，某采购项目评审过程中，1 名评审专家因突发疾病无法继续评审，导致评审现场专家数量不符合规定，采购人的正确做法是（ ）","A. 由采购人代表替代该专家完成评审
B. 及时补抽评审专家，无法补足的立即停止评审并重新组建评审委员会
C. 剩余专家继续评审，已评审内容有效
D. 终止采购活动，不再重新组织","B"
"单选题","根据《福建省政府采购评审专家管理办法》，评审专家李某在评审过程中，发现供应商存在串通投标行为，其正确做法是（ ）","A. 忽略该行为，继续完成评审
B. 立即停止评审并向财政部门书面报告
C. 与其他专家协商后再决定是否报告
D. 告知采购人，由采购人自行处理","B"
"单选题","根据《福建省政府采购评审专家管理办法》，异地评审的评审专家往返城市间交通费的可参照的报销标准是？","A. 按省财政厅统一规定执行
B. 实报实销
C. 采购人差旅费管理办法凭据报销
D. 由评审专家自行承担","C"
"单选题","根据《福建省政府采购评审专家管理办法》，福建省属某医院委托代理机构采购高端医疗设备采购，鉴于该项目技术复杂、专业性强，通过随机方式难以确定合适评审专家，经哪个单位同意，采购人可以自行选定相应专业领域的评审专家？","A. 福建省财政厅
B. 福建省卫生健康委员会
C. 福建省人民政府
D. 福建省发展和改革委员会","B"
"单选题","根据《福建省政府采购评审专家管理办法》，某评审专家在参与2026年1月1日参加某医疗设备采购评审时，在下列哪一种情形下不需要回避？","A. 2022年前曾在本项目某供应商担任技术顾问；
B. 本项目某供应商的负责人为其堂妹；
C. 本项目某供应商的法定代表人为其侄子；
D. 在本项目某供应商中持有60%的股份。","A"
"单选题","某公开招标项目（采用综合评分法）评标进行到商务评分环节，评审专家A发现与其中一个投标人投标文件商务部分的项目技术负责人为亲属关系，现场回避并抽取评审专家B，评审专家B下列哪些行为符合《福建省政府采购评审专家管理办法》？","A. 符合性评审认定直接按照评审组长意见录入
B. 符合性、技术部分评审意见直接按照评审专家A评审意见录入
C. 技术部分评审意见按照采购人代表评分录入
D. 自行重新评审，按照评审专家B自身意见录入","D"
"单选题","根据《福建省政府采购评审专家管理办法》，评审专家孙某在评审结束后，拒绝在评审报告上签字，且未说明理由，针对上述该行为符合规定的处理方式是（ ）","A. 视为孙某同意评审报告内容，针对上述行为做好现场记录
B. 评审报告无效，需重新组织评审
C. 由财政部门责令孙某签字，并给予警告处罚
D. 取消孙某本次评审报酬，记入不良行为记录","A"
"多选题","根据《福建省政府采购评审专家管理办法》，评审专家应当具备的条件包括（）","A. 具有良好的职业道德，无行贿、受贿、欺诈等不良信用记录
B. 入库时不满65周岁，身体健康，能够承担评审工作
C. 熟悉计算机操作，能够使用计算机完成评审工作
D. 具有中级专业技术职称（或同等专业水平）且从事相关领域工作满８年，或者具有高级专业技术职称（或同等专业水平）","ABCD"
"多选题","根据《福建省政府采购评审专家管理办法》，下列情形中，不得入选评审专家库的有（）","A. 受到刑事处罚的
B. 被开除公职的
C. 采购代理机构股东以及在职、兼职从业人员
D. 被列入政府采购严重违法失信行为记录名单的","ABCD"
"多选题","根据《福建省政府采购评审专家管理办法》，评审专家申请信息变更时，应当遵守的规定包括（）","A. 自变更之日起七个工作日内申请
B. 变更后的申请表加盖工作单位公章
C. 规范、准确填写回避单位全称及组织机构代码，英文字母统一大写
D. 入库后可随时申请变更评审品目","ABC"
"多选题","根据《福建省政府采购评审专家管理办法》，采购人或者采购代理机构抽取评审专家的规定包括（）","A. 应当从评审专家库中随机抽取
B. 评审活动当日抽取评审专家
C. 跨省远程异地评审项目由采购人结合项目实际按有关规定执行
D. 可直接指定本单位熟悉项目的人员作为评审专家","ABC"
"多选题","根据《福建省政府采购评审专家管理办法》，关于评审委员会组建和运行，下列说法正确的有（）","A. 评审委员会组长由采购人或采购代理机构直接指定
B. 评审委员会发现采购文件存在重大缺陷导致评审无法进行的，应当停止评审并书面说明情况
C. 出现评审专家缺席导致评审现场专家数量不符合规定的，采购人或代理机构应当及时补抽或补足
D. 无法及时补足评审专家的，采购人或代理机构应当立即停止评审、妥善保存采购文件并依法重新组建评审委员会","BCD"
"多选题","根据《福建省政府采购评审专家管理办法》，评审专家在评审过程中应当遵守的规定有（）","A. 按照采购文件规定的评审程序、方法和标准独立评审
B. 配合答复供应商的询问、质疑和投诉
C. 不得泄露评审文件、评审情况和评审过程中获悉的商业秘密
D. 可接受供应商的合理宴请以了解项目情况","ABC"
"多选题","根据《福建省政府采购评审专家管理办法》，关于评审专家劳务报酬支付，下列说法正确的有（）","A. 集中采购目录内的项目，由集中采购机构支付
B. 集中采购目录外的项目，由采购人支付
C. 劳务报酬应当在评审活动结束后30日内完成支付
D. 评审专家迟到未参加评审的，可领取部分劳务报酬作为误工费","ABC"
"多选题","根据《福建省政府采购评审专家管理办法》，评审专家信用评价的内容包括（）","A. 个人信息评价
B. 专业能力评价
C. 履职情况评价
D. 社会知名度评价","ABC"
"多选题","根据《福建省政府采购评审专家管理办法》，下列哪些行为属于评审专家不良或违规行为的（）","A. 在评审现场接打电话等违规行为的；
B. 无故或无合理原因故意拖延评审时间的；
C. 记录、复制、故意损毁评审资料；
D. 不配合采购人审查、复核评审结果或质疑处理；","ABCD"
"多选题","根据《福建省政府采购评审专家管理办法》，下列哪些行为属于评审专家不良或违规行为的（）","A. 以不熟悉电子评审操作系统为由要求现场工作人员代录评审意见；
B. 在微信群中讨论某一参评项目的评分细节和评审结果；
C. 在同一时间段接受两个采购人邀请参与评审；
D. 因劳务报酬问题拒签评审报告；","ABCD"
"多选题","根据《福建省政府采购评审专家管理办法》，评审专家续聘的相关规定包括（）","A. 已选聘评审专家可在满67周岁前一个月内申请续聘
B. 续聘经审核符合条件的可续聘至70周岁
C. 超过70周岁的，原则上予以解聘
D. 入库时已满65周岁的，可直接申请续聘","ABC"
"多选题","根据《福建省政府采购评审专家管理办法》，关于评审专家信息申报和审查，下列说法正确的有（）","A. 申请人应向工作单位所在区域的财政部门申请
B. 省级预算单位的申请人可直接向省财政厅申请
C. 申请材料需加盖申请人单位公章，退休人员由退休前工作单位盖章
D. 各级财政部门对本地区申请人进行初审，通过后逐级报送至省财政厅审核","ABCD"
"多选题","根据《福建省政府采购评审专家管理办法》，下列哪些情形属于同一项目内评审专家应当主动回避的情形？（ ）","A. 评审专家的配偶在投标供应商担任监事
B. 评审专家近3年内曾在投标供应商担任技术顾问
C. 评审专家与其他评审专家为大学同班同学
D. 评审专家与其他评审专家为同乡关系","AB"
"多选题","福建省某省属高校采购一进口设备（预算1000万元），评标委员会组成成员中出现哪些情形属于违反《福建省政府采购评审专家管理办法》相关规定的？","A. 评审专家甲、乙单位均为同一法人高校，但分属不同学院
B. 评审专家丙单位为福建省教育厅
C. 评审专家丁为本项目进口论证专家
D. 评审专家戊为本项目科研相关行业协会会长","ABC"
"多选题","根据《福建省政府采购评审专家管理办法》，评审专家异地评审的相关费用处理，下列说法正确的有（）","A. 往返城市间交通费可参照采购人差旅费标准凭据报销
B. 住宿费可参照采购人差旅费标准凭据报销
C. 异地评审的劳务报酬标准由采购代理机构自行确定
D. 评审专家存在违法违规行为的，不得报销异地评审差旅费","ABD"
"多选题","根据《福建省政府采购评审专家管理办法》，下列关于评审专家解聘的说法，正确的有（）","A. 不符合本办法规定条件的，予以解聘且一年内不再接收重新入库申请
B. 提供虚假申请材料的，予以解聘且不再接收重新入库申请
C. 连续5次被抽取应答同意后不参与评审的，予以解聘
D. 未按照采购文件规定的评审程序、评审方法和评审标准进行独立评审","ABCD"
"多选题","根据《福建省政府采购评审专家管理办法》，采购人委托采购代理机构开展某货物采购项目，在评审专家抽取和使用过程中，下列做法错误的有（）","A. 评审活动前一日抽取评审专家
B. 因专家数量不足，直接指定3名符合条件但未入库的人员作为评审专家
C. 评审专家王某迟到后，允许其参与本次评审并领取劳务报酬
D. 评审结束后，随中标结果一并公告评审专家名单","ABC"
"多选题","根据《福建省政府采购评审专家管理办法》，某高校设备采购项目属于技术复杂、专业性强的科研仪器设备采购，采购人拟自行选定评审专家。下列做法符合规定的有（）","A. 经主管预算单位同意后自行选定
B. 优先选择本单位以外的评审专家
C. 选定3名本单位在职科研人员作为评审专家
D. 选定曾参与该项目前期咨询论证的专家","AB"
"多选题","根据《福建省政府采购评审专家管理办法》，评审专家张某在评审过程中，发现采购文件存在歧义导致评审无法进行，同时收到供应商私下发送的咨询信息。下列张某的做法符合规定的有（）","A. 立即停止评审并向采购人书面说明情况
B. 不予回复供应商的私下咨询信息
C. 将采购文件歧义问题告知供应商寻求解释
D. 继续评审并在评审报告中注明歧义问题","AB"
"多选题","根据《福建省政府采购评审专家管理办法》，评审专家在评审过程中发生的不良行为包括（ ）","A. 接受供应商的送礼和宴请
B. 向采购人暗示索取超出标准的劳务报酬
C. 与供应商私下接触
D. 在评审过程中获悉的商业秘密","ABC"
"判断题","根据《福建省政府采购评审专家管理办法》，评审专家需具有良好的职业道德，承诺在政府采购评审中做到客观公正、廉洁自律、遵纪守法，无行贿、受贿、欺诈等不良信用记录。","A. 正确
B. 错误","A"
"判断题","根据《福建省政府采购评审专家管理办法》，评审专家需具有中级专业技术职称（或同等专业水平）且从事相关领域工作满８年，或者具有高级专业技术职称（或同等专业水平）。","A. 正确
B. 错误","A"
"判断题","根据《福建省政府采购评审专家管理办法》，评审专家应熟悉政府采购相关政策法规，参加财政部门组织的普法测试成绩合格，省级政府采购咨询专家、省部级及以上行政部门认定的领军人物等高层次人才经省财政厅审核后可免于测试。","A. 正确
B. 错误","A"
"判断题","根据《福建省政府采购评审专家管理办法》，评审专家应当承诺以独立身份参加评审工作，依法履行评审专家工作职责并承担相应法律责任的中国公民。","A. 正确
B. 错误","A"
"判断题","根据《福建省政府采购评审专家管理办法》，评审专家应当熟悉计算机操作，能够使用计算机完成评审工作。","A. 正确
B. 错误","A"
"判断题","根据《福建省政府采购评审专家管理办法》，福建省政府采购评审专家入库时的年龄限制为不满60周岁。","A. 正确
B. 错误","B"
"判断题","根据《福建省政府采购评审专家管理办法》，评审专家入库后应保持专业稳定，原则上一年内不得申请变更评审品目。","A. 正确
B. 错误","B"
"判断题","根据《福建省政府采购评审专家管理办法》，与供应商存在利害关系的评审专家，应当主动申请回避评审工作。","A. 正确
B. 错误","A"
"判断题","根据《福建省政府采购评审专家管理办法》，评审专家在评审过程中，应当独立、客观、公正、审慎地出具评审意见。","A. 正确
B. 错误","A"
"判断题","根据《福建省政府采购评审专家管理办法》，评审专家的劳务报酬，由采购人和评审专家协商确定金额。","A. 正确
B. 错误","B"
"判断题","根据《福建省政府采购评审专家管理办法》，申请人的主评审区域原则上为本人工作所在地，退休的为退休前工作所在地，可以另外选择2-3个与本人经常居住地或自身学习生活密切、便于参加评审的其他区域作为副评审区域。","A. 正确
B. 错误","A"
"判断题","根据《福建省政府采购评审专家管理办法》，福建省政府采购所有项目的评审专家均须随机抽取。","A. 正确
B. 错误","B"
"判断题","根据《福建省政府采购评审专家管理办法》，采购人或者采购代理机构应当在评审活动当日抽取评审专家。跨省远程异地评审项目等特殊情况，由采购人结合项目实际按有关规定执行。","A. 正确
B. 错误","A"
"判断题","根据《福建省政府采购评审专家管理办法》，采购人和采购代理机构应综合考虑各评审专家到评审现场的距离、路况等因素，自拟组成的评审委员会第一名位评审专家应答参加评审后开始计算，合理设置评审专家到达评审现场的时间。","A. 正确
B. 错误","B"
"判断题","根据《福建省政府采购评审专家管理办法》，专家张三收到政府采购系统发出的评审邀请后确认参加评审，因堵车会迟到5分钟左右到达评审现场，电话让代理机构工作人员在政府采购系统内代签。","A. 正确
B. 错误","B"
"判断题","根据《福建省政府采购评审专家管理办法》，某项目评审过程中，评审专家对需要共同认定的事项存在争议，按照评审组长意见做出评审结论。","A. 正确
B. 错误","B"
"判断题","某评审专家退休前单位为某大学二级学院高级教授，退休后因调整回避单位信息，在自变更之日起七个工作日内申请了评审专家信息变更，变更后的申请表、相关证明材料均加盖了二级学院章提交审批。","A. 正确
B. 错误","B"
"判断题","某医院采购一批科研仪器设备（政府采购项目），采购人考虑该设备技术复杂、专业性强，通过随机方式难以确定合适的评审专家，经单位党委会同意，采购人自行选定相应专业领域、本单位以外的评审专家。","A. 正确
B. 错误","B"
"判断题","某项目竞争性磋商评审过程中，磋商小组3人。评审专家对需要共同认定的事项存在争议，其中采购人代表意见给分，一名评审专家意见不给分，组长建议咨询现场监督人员，根据监督人员意见做出评审结论。","A. 正确
B. 错误","B"
"判断题","某物业项目评审，评标委员会成员张三（评审专家，某高校） 因近期自己单位拟组织同类物业项目采购，在本项目评审结束后，其记录并带走了中标人相关人员资质、业绩资料作为参考。","A. 正确
B. 错误","B"
