"type","question","options","answer"
"多选题","根据《招标投标法实施条例》，国有资金占控股或者主 导地位的依法必须进行招标的项目，哪些情形可以采用 邀请招标（）","A. 需要采用不可替代的专利或者专有技术
B. 技术复杂，只有少量潜在投标人可供选择
C. 有特殊要求，只有少量潜在投标人可供选择
D. 受自然环境限制，只有少量潜在投标人可供选择
E. 采用公开招标方式的费用占项目合同金额的比例过大","BCDE"
"多选题","根据《招标投标法实施条例》下列哪些行为（ ），属于 以不合理条件限制、排斥潜在投标人或者投标人：","A. 就同一招标项目向潜在投标人或者投标人提供有差别的项目信息
B. 设定的资格、技术、商务条件与招标项目的具体特点和实际需要
不相适应或者与合同履行无关
C. 依法必须进行招标的项目以特定行政区域或者特定行业的业绩、
奖项作为加分条件或者中标条件
D. 对潜在投标人或者投标人采取不同的资格审查或者评标标准
E. 限定或者指定特定的专利、商标、品牌、原产地或者供应商","ABCDE"
"多选题","根据《招标投标法实施条例》，下列哪些项目可以不进 行招标（）","A. 某铁路工程招标，技术复杂、材料有特殊要求，只有少量潜在投标人可供选择
B. 某国有企业建设办公楼，子公司具备相应的施工资质，能够自行建设
C. 已通过招标方式选定某污水处理特许经营项目投资人，该投资人依法能够自行建设​
D. 为保证原有设备正常运行，需向原中标人采购配套零部件，否则将影响功能配套要求​
E. 某国有企业建设工程项目，采用公开招标成本过高","CD"
"多选题","根据《招标投标法实施条例》，下列哪些情形可以被认 定为投标人相互串通投标？","A. 不同投标人的投标文件由同一单位或者个人编制
B. 不同投标人的投标保证金从同一基本账户转出
C. 不同投标人的投标文件相互混装
D. 不同投标人编制的施工组织设计存在部分合理的技术相似性
E. 两家投标人在开标会前一起乘坐同一辆的士抵达现场","ABC"
"判断题","根据《招标投标法实施条例》，招标人根据项目需要， 可以组织单个或者部分潜在投标人踏勘项目现场。","A. 正确
B. 错误","B"
"判断题","根据《招标投标法实施条例》，单位负责人为同一人或 者存在控股、管理关系的不同单位，不得参加同一标段 投标。","A. 正确
B. 错误","A"
"判断题","根据《招标投标法实施条例》，联合体各方在同一招标 项目中以自己名义单独投标或者参加其他联合体投标 的，相关投标均无效。","A. 正确
B. 错误","A"
"判断题","根据《招标投标法实施条例》，投标文件中有含义不明 确的内容、明显文字或者计算错误，评标委员会可以接 受投标人主动提出的澄清、说明。","A. 正确
B. 错误","B"
"判断题","根据《招标投标法实施条例》，投标人撤回已提交的投 标文件，应当在投标截止时间前书面通知招标人。","A. 正确
B. 错误","A"
"判断题","根据《招标投标法实施条例》，通过资格预审的申请 人，在投标时组织机构发生合并、分立的，应当书面告 知招标人，如投标人不再具备资格预审文件、招标文件 规定的资格条件，其投标无效。","A. 正确
B. 错误","A"
"判断题","根据《招标投标法实施条例》，潜在投标人或者其他利 害关系人对招标文件有异议的，应当在投标截止时间15 日前提出。","A. 正确
B. 错误","B"
"判断题","根据《招标投标法实施条例》，投标人在投标截止时间 前书面通知招标人撤回投标文件的，招标人可以不退还 投标保证金。","A. 正确
B. 错误","B"
"判断题","根据《招标投标法实施条例》，甲公司的总经理个人持 有乙公司30%的股份，并担任乙公司董事。甲、乙两公司 可以参加同一标段的投标。","A. 正确
B. 错误","A"
"判断题","根据《招标投标法实施条例》，国有资金占控股地位的 依法必须招标项目，招标人应当确定排名第一的中标候 选人为中标人。当第一中标候选人放弃、被查实不符合 条件或被依法否决时，招标人必须选择排名第二的中标 候选人。","A. 正确
B. 错误","B"
