"type","question","options","answer"
"单选题","根据财政部令第 87 号文件规定，某投标人提交的澄清文件仅加盖了项目部印章，未加盖单位公章，也无人员签字，该澄清文件的效力为（）","A. 有效，项目部印章具备同等法律效力
B. 无效，不符合法定签署盖章要求
C. 有效，经评标委员会半数成员同意即可
D. 无效，需要重新提交投标文件","B"
"单选题","根据财政部令第 87 号文件规定，评标委员会编写评标报告的依据是（）","A. 采购人提供的招标文件和投标人的投标文件
B. 全体评标成员签字的原始评标记录和评标结果
C. 采购代理机构整理的开标记录
D. 财政部门的监管意见","B"
"单选题","根据财政部令第 87 号文件规定，评标委员会成员有下列哪种行为时，不仅评审意见无效，还会被取消评审劳务报酬（）","A. 记录评标过程中的疑问点
B. 评标结束后带走评标资料复印件
C. 对需要专业判断的主观评审因素协商评分
D. 拒绝在评标报告上签字","C"
"单选题","根据财政部令第 87 号文件规定，下列关于评标结果修改的说法，错误的是（）","A. 评标结果修改需严格限定在法定四类情形内
B. 评标报告签署后修改结果需经原评标委员会重新评审
C. 重新评审改变评标结果的，书面报告本级财政部门
D. 投标人对中标结果提出质疑，质疑内容属于非法定允许修改评标结果的情形，同样可以组织重新评审","D"
"单选题","根据财政部令第 87 号文件规定，下列哪种情形下，即使评标结果无效也不得重新组建评标委员会评标（）","A. 评标委员会独立评标受到非法干预
B. 采购合同已经履行
C. 评标委员会成员存在对需要专业判断的主观评审因素协商评分的情形
D. 评标委员会组成不符合规定","B"
"单选题","根据财政部令第 87 号文件规定，评标委员会组成不符合规定导致结果无效，且采购合同未履行的，采购人可以（）","A. 维持原结果
B. 重新组建评标委员会进行评标，并书面报告本级财政部门
C. 直接取消采购
D. 报财政部门认定原结果无效","B"
"单选题","根据财政部令第 87 号文件规定，某项目评标委员会由1名采购人代表、4名评审专家组成，其中2名评审专家与投标人存在利害关系未回避，导致评标结果无效，且采购合同尚未履行。关于后续处理，下列说法正确的是（）","A. 重新组建评标委员会，原无利害关系的3名成员可继续参与
B. 重新组建评标委员会，原所有成员均不得参与
C. 报财政部门批准后维持原结果
D. 报财政部门监督检查","A"
"单选题","根据财政部令第 87 号文件规定，采购人组织现场考察后，发现项目场地存在招标文件未提及的特殊安全要求，遂书面通知所有已获取招标文件的潜在投标人。该通知的性质及效力是（）","A. 属于招标文件澄清，需相应顺延投标截止时间，并在原公告发布媒体上发布澄清公告
B. 属于补充通知，无需调整投标截止时间
C. 仅需告知参与考察的投标人，无需全员通知
D. 不属于法定澄清范围，通知无效","A"
"单选题","根据财政部令第 87 号文件规定，某电梯采购项目采用综合评分法，招标文件将“投标品牌电梯制造商具备《中华人民共和国特种设备生产许可证》”列为资格条件，同时又将其作为商务评审因素设置3分分值。该设置的效力及处理方式是（）","A. 合法有效，资格条件可同时作为评审因素
B. 无效，资格条件不得作为评审因素，需取消该评审项
C. 可继续使用，但需降低分值
D. 通过更正公告形式删除资格条件中的该条款，保留评审因素","B"
"单选题","根据财政部令第 87 号文件规定，评标委员会书面要求投标人对投标文件中明显的文字错误（笔误）进行补正，投标人对错误内容进行了补正。该补正行为的效力是（）","A. 无效，对其他没有发生笔误的投标人不公平
B. 无效，修改投标文件内容属于超出投标文件范围
C. 有效，未改变投标文件的实质性内容
D. 需经采购人同意后方可有效","C"
"多选题","根据财政部令第 87 号文件规定，采购人自行组织开展招标活动的，应当符合下列条件：","A. 有编制招标文件的能力和条件
B. 有组织招标的能力和条件
C. 有与采购项目专业性相适应的专业人员
D. 设立供应商库
E. 具备采购平台","ABC"
"多选题","根据财政部令第 87 号文件规定，采用邀请招标方式的，采购人或者采购代理机构应当通过以下方式产生符合资格条件的供应商名单，并从中随机抽取3家以上供应商向其发出投标邀请书：","A. 发布资格预审公告征集
B. 从省级以上人民政府财政部门建立的供应商库中选取
C. 专家书面推荐
D. 采购人书面推荐
E. 预算主管单位推荐","ABD"
"多选题","采购人、采购代理机构不得将投标人的注册资本、资产总额、营业收入、从业人员、利润、纳税额等规模条件作为资格要求或者评审因素，也不得通过将除进口货物以外的生产厂家（ ）等作为资格要求，对投标人实行差别待遇或者歧视待遇。","A. 授权
B. 承诺
C. 证明
D. 背书
E. 资质证书","ABCD"
"多选题","政府采购项目，招标文件应当包括以下主要内容：","A. 投标邀请
B. 投标人须知（包括投标文件的密封、签署、盖章要求等）
C. 投标人应当提交的资格、资信证明文件
D. 采购项目预算金额，设定最低限价
E. 拟签订的合同文本","ABCE"
"多选题","根据财政部令第 87 号文件规定，资格预审文件应当包括以下主要内容：","A. 资格预审邀请
B. 资格审核标准和方法
C. 申请人应当提供的资格预审申请文件的内容和格式
D. 提交资格预审申请文件的方式、截止时间、地点及资格审核日期
E. 申请人须知","ABCDE"
"多选题","根据财政部令第 87 号文件规定，招标文件、资格预审文件的内容不得违反（ ）、强制性标准、政府采购政策，或者违反公开透明、公平竞争、公正和诚实信用原则。","A. 法律
B. 承诺
C. 行政法规
D. 背书
E. 文书","AC"
"多选题","根据财政部令第 87 号文件规定，澄清或者修改的内容可能影响投标文件编制的，采购人或者采购代理机构应当在投标截止时间至少( )日前，以书面形式通知所有获取招标文件的潜在投标人；不足( )日的，采购人或者采购代理机构应当顺延提交投标文件的截止时间。","A. 15
B. 5
C. 15
D. 10
E. 7","AC"
"多选题","根据财政部令第 87 号文件规定，有下列情形之一的，视为投标人串通投标，其投标无效：","A. 不同投标人的投标文件由同一单位或者个人编制
B. 不同投标人的投标保证金从不同单位或者个人的账户转出
C. 不同投标人委托不同单位或者个人办理投标事宜
D. 不同投标人的投标文件异常一致或者投标报价呈规律性差异
E. 不同投标人的投标文件相互混装","ADE"
"多选题","根据财政部令第 87 号文件规定，投标人在投标截止时间前撤回已提交的投标文件的，采购人或者采购代理机构应当自收到投标人书面撤回通知之日起（ ）个工作日内，退还已收取的投标保证金，但因投标人自身原因导致无法及时退还的除外。以下错误的时间是：","A. 15
B. 5
C. 7
D. 10
E. 3","ACDE"
"多选题","根据财政部令第 87 号文件规定，开标由（）或者（ ）主持，邀请投标人参加。","A. 采购人
B. 采购代理机构
C. 专家
D. 供应商
E. 监督人员","AB"
"多选题","根据财政部令第 87 号文件规定，采购项目符合下列情形之一的，评标委员会成员人数应当为7人以上单数：","A. 采购预算金额在500万元以上
B. 采购预算金额在1000万元以上
C. 技术复杂
D. 社会影响较大
E. 采购预算金额在300万元以上","BCD"
"多选题","根据财政部令第 87 号文件规定，对于投标文件中（ ）或者（ ）和（ ）的内容，评标委员会应当以书面形式要求投标人作出必要的澄清、说明或者补正。","A. 含义不明确
B. 同类问题表述不一致
C. 有明显文字错误
D. 有明显计算错误
E. 提供可选择性报价","ABCD"
"多选题","根据财政部令第 87 号文件规定，投标文件报价出现前后不一致的，除招标文件另有规定外，按照下列规定修正：","A. 投标文件中开标一览表（报价表）内容与投标文件中相应内容不一致的，以开标一览表（报价表）为准
B. 大写金额和小写金额不一致的，以小写金额为准
C. 单价金额小数点或者百分比有明显错位的，以开标一览表的总价为准，并修改单价
D. 总价金额与按单价汇总金额不一致的，以单价金额计算结果为准
E. 大写金额和小写金额不一致的，以大写金额为准","ACDE"
"多选题","根据财政部令第 87 号文件规定，采购人有下列情形之一的，由财政部门责令限期改正；情节严重的，给予警告，对直接负责的主管人员和其他直接责任人员由其行政主管部门或者有关机关依法给予处分，并予以通报；涉嫌犯罪的，移送司法机关处理：","A. 未按照87 号令的规定编制采购需求的
B. 向供应商索要或者接受其给予的赠品的
C. 未在规定时间内确定中标人的
D. 向中标人提出不合理要求作为签订合同条件的
E. 按时与供应商签订政府采购合同","ABCD"
"多选题","对于中标人提供的样品，应当按照招标文件的规定进行（）、（），并作为履约验收的参考。","A. 保管
B. 封存
C. 销毁
D. 变卖
E. 拆除","AB"
"多选题","根据《政府采购货物和服务招标投标管理办法》（财政部令第 87 号），下列关于重新评审与重新组建评标委员会的表述，正确的有（）","A. 评标报告签署后发现分值汇总计算错误的，应当组织原评标委员会重新评审
B. 评标委员会成员对客观评审因素评分不一致的，只能在评标报告签署前当场修正，签署后不得修改
C. 评标委员会成员应当回避而未回避的，应当重新组建评标委员会进行评审
D. 重新评审改变评标结果的，采购人或者采购代理机构需要向本级财政部门书面报告
E. 分项评分超出评分标准范围的，应当组织原评标委员会重新评审","ACDE"
"多选题","某政府采购货物项目（普通办公用品采购）采用综合评分法，招标文件规定技术参数部分分值占比 60%，商务部分占比 10%，价格部分占比 30%。根据 87 号令，下列关于评分标准的设定中，属于违法违规情形的有（）","A. 技术参数评分项中，设定 “制造商获得精神文明称号奖项的得 2 分，无则不得分”
B. 商务评分项中，将 “供应商近 3 年在本地区同类项目的中标数量≥3个得 3 分” 作为评分因素
C. 价格评分采用低价优先法，有效投标报价的最低值为评标基准价，得满分 30 分
D. 商务评分项中，设定 “供应商具有质量管理体系认证得 3 分，同时具有环境管理体系认证和信息系统安全运维服务资质认证证书的再加 2 分”
E. 为保障售后服务质量，要求投标人在项目所在地有注册的分支机构","ABDE"
"多选题","政府采购项目，下列选项中，不可以设定为评审因素的是（ ）：","A. 投标人从业人员数量
B. 投标人A级纳税信用等级
C. 投标人2024年年度利润率
D. X校采购远程教育系统，要求现场演示与采购需求相关的演示内容
E. 投标人同类产品业绩","ABC"
"多选题","根据财政部令第 87 号文件第二十二条规定，下列哪些情形属于违规行为（ ）","A. 采购普通办公设备，仅凭书面技术参数即可准确描述需求，仍要求提供样品
B. 规定中标人的样品应封存保管，作为履约验收的直接依据
C. 中标结果公告后，要求中标供应商额外提供样品用于 “最终确认”，否则不予签订合同
D. 对于未中标人提供的样品，应当及时退还或者经未中标人同意后自行处理
E. 对于中标人提供的样品，应当按照招标文件的规定进行保管、封存，并作为履约验收的参考","ABC"
"多选题","根据《政府采购货物和服务招标投标管理办法》，编制招标文件时以下哪些情形违规（ ）：","A. 将国家强制性标准列为评分因素
B. 将行业标准列为评分因素
C. 货物采购项目将制造商业绩列为评分因素
D. 货物采购项目将供应商具有党支部列为评分因素
E. 货物采购项目将供应商同类业绩列为评分因素","ACD"
"多选题","关于政府采购项目的开标程序，87 号令对特殊情形的处理作出明确规定，下列说法正确的有（ ）","A. 投标人未参加开标的，视为放弃投标，其投标文件按无效标处理
B. 采购人、采购代理机构发现投标文件未按招标文件要求密封的，应当拒收
C. 开标过程中，投标人对开标结果有异议的，应当在开标现场提出，采购代理机构应当场作出答复并制作记录
D. 澄清或者修改的内容可能影响投标文件编制的，采购人或者采购代理机构应当在投标截止时间至少15日前，以书面形式通知所有获取招标文件的潜在投标人
E. 投标人未参加开标的，视同认可开标结果","BCDE"
"多选题","某政府采购设备项目明确核心产品为工业控制系统，招标文件约定 “核心产品需来自3 家以上不同品牌”。根据 87 号令及相关规定，下列关于核心产品品牌认定的表述，正确的有（ ）","A. 同一品牌的不同代理商提供相同型号核心产品的，按 1 家供应商计算有效投标人数量
B. 核心产品的品牌认定应以投标文件载明的制造商名称为准，不得仅凭代理商资质判断
C. 供应商提供的核心产品为贴牌生产的，应认定为贴牌方品牌，而非实际生产方品牌
D. 招标文件未明确核心产品品牌认定标准的，评标委员会可根据行业惯例自行确定
E. 同一品牌的不同代理商提供相同型号核心产品的，应按2家有效投标人进行认定","ABC"
"多选题","根据财政部令第 87 号文件规定，A公司、B公司、C公司同时参与同一采购包的投标，下列哪种情形不属于投标人串通投标？（ ）","A. 医疗设备采购项目，A公司投标文件中出现加盖B公司公章的产品说明书（B公司为A公司投标产品制造商）
B. 保安服务类项目，B公司投标文件中指定的项目经理人员姓名、身份证号与C公司投标文件中保安队长姓名、身份证号一致
C. 保洁服务项目，A公司、C公司投标文件《标的说明一览表》备注栏均没有填写内容
D. 工程谈判项目，A公司响应文件中提交的以往业绩合同中列明的项目经理姓名与B公司响应文件中提交针对本项目派驻的项目经理姓名一致
E. A公司与B公司的投标保证金均有A公司账户转出","ACD"
"多选题","根据财政部令第 87 号文件规定，以下哪些不是采购人或者采购代理机构负责组织评标工作需履行的职责：","A. 评标前，代理机构工作人员要求评标专家出示身份证件核对评审专家身份
B. 代理机构工作人员公布投标人名单，告知评审专家应当回避的情形
C. 代理机构工作人员核对评标结果，发现资格审查错误，要求评标委员会复核或者书面说明理由
D. 评审工作完成后，代理机构工作人员向评审专家、采购人相关人员支付劳务报酬和异地评审差旅费
E. 根据评标委员会的要求介绍政府采购相关政策法规、招标文件","CD"
"多选题","根据《政府采购货物和服务招标投标管理办法》第六十二条规定，评标委员会有下列哪些行为，其评审意见无效，并不得获取评审劳务报酬和报销异地评审差旅费。（ ）","A. 评标过程中利用上洗手间的机会私自接触投标人
B. 征询采购人中意哪家投标人
C. 记录投标人的商务秘密并带走
D. 对主观分协商评分
E. 在评标过程中擅离职守，影响评标程序正常进行的","ABDE"
"多选题","某政府采购服务项目评标结束后，采购人发现评标报告存在分值汇总错误。根据 87 号令第六十四条规定，下列关于重新评审启动条件的表述，符合规定的有（ ）","A. 分值汇总计算错误属于法定重新评审情形，应组织原评标委员会重新评审
B. 重新评审需经采购人书面申请，并报本级财政部门批准后方可启动
C. 重新评审仅能针对分值汇总错误事项，不得涉及其他评审内容的修改
D. 重新评审改变原评标结果的，应书面报告本级财政部门
E. 重新评审需重新组建评标委员会","ACD"
"多选题","某政府采购项目，评标委员会或者其成员存在下列哪些情形，采购人、采购代理机构可以重新组建评标委员会进行评标（ ）","A. 评标委员会组成成员中，采购人代表占总人数三分之二的
B. 专家王X、张X对客观评审因素讨论后评分的
C. 投标人开标一览表大写金额与小写金额不一致，评委会接受投标人提出以小写金额为准的
D. 评标专家在评标过程中擅自离开评标场所回单位打卡，评标程序无法进入下一环节
E. 评标专家带走评标资料","ACD"
"多选题","政府采购项目下列选项中，哪些做法正确？（ ）","A. 某高校科研设备采购，采用公开招标方式，在进行分数汇总时，发现评标委员会成员对客观评审因素评分不一致，于是评标委员会当场修改评标结果，并在评标报告中做了记录
B. 某省属事业单位物业服务采购项目，以公开招标进行采购。中标公告发布后，有供应商质疑此次采购中，评委会个别专家打的主观分偏向中标人，采购代理机构随后重新组建评委员对此次采购进行评审
C. 某单位的设备采购项目，采用公开招标方式进行采购。代理机构在整档案过程中，发现排名第一的中标人分值汇总计算错误，于是召集原评委会重新进行评审，重新评审未改变评标结果
D. 某机关单位物业采购项目，采用公开招标方式进行采购。代理机构在整档案过程中，发现排名第一的中标人分值汇总计算错误，于是召集原评委会重新进行评审，重新评审改变了评标结果，书面报告本级财政部门
E. 某医院采购医疗器械项目，采用公开招标方式进行采购。为保证产品采购质量，评分办法规定供应商连续三年获得国家高新企业证书的得3分","ACD"
"多选题","某政府采购货物公开招标项目，评标委员会在价格澄清过程中发现下列情形，根据 87号令规定，应按无效标处理的有（ ）","A. 供应商拒绝按招标文件规定对明显的报价计算错误进行澄清确认
B. 供应商提供的成本分析报告存在虚假数据，无法证明报价合理性
C. 供应商在澄清时书面声明降低报价20%
D. 供应商报价低于最高限价的45%，供应商提供了项目具体的成本测算说明
E. 供应商报价低于通过符合性审查的次低报价供应商投标报价50%的，供应商提供了报价合理性相关的书面说明以及相关证明材料","ABC"
"多选题","政府采购货物公开招标项目，采用综合评分法表述不正确的是（ ）","A. 为避免恶意低价竞争，可以将平均报价作为基准价
B. 采购用综合评分法的，为排除干扰，可以在招标文件中规定，汇总评分时去掉最高最低分
C. 评审标准中的分值设置应当与评审因素的量化指标相对应
D. 资格条件同时还列为评审因素
E. 价格分值占总分值的比重不得低于30%","ABD"
"判断题","政府采购公开招标，是指采购人依法以招标公告的方式邀请特定的供应商参加投标的采购方式。","A. 正确
B. 错误","B"
"判断题","政府采购项目，采购人应当在货物服务招标投标活动中落实节约能源、保护环境、扶持不发达地区和少数民族地区、促进中小企业发展等政府采购政策。","A. 正确
B. 错误","A"
"判断题","属于中央预算的政府采购项目,省、自治区、直辖市人民政府根据实际情况，可以确定分别适用于本行政区域省级、设区的市级、县级公开招标数额标准。","A. 正确
B. 错误","B"
"判断题","采购人委托采购代理机构代理招标的，采购代理机构可以在采购人委托的范围内依法开展采购活动。","A. 正确
B. 错误","B"
"判断题","采购代理机构及其分支机构不得在所代理的采购项目中投标或者代理投标，不得为所代理的采购项目的投标人参加本项目提供投标咨询。","A. 正确
B. 错误","A"
"判断题","采购人根据价格测算情况，可以在采购预算额度内合理设定最低限价，但不得设定最高限价。","A. 正确
B. 错误","B"
"判断题","采购活动结束后，对于未中标人提供的样品，应当及时退还或者经未中标人同意后自行处理；对于中标人提供的样品，应当按照招标文件的规定进行保管、封存，并作为履约验收的参考。","A. 正确
B. 错误","A"
"判断题","招标文件售价应当按照弥补制作、邮寄成本的原则确定，不得以营利为目的，不得以招标采购金额作为确定招标文件售价的依据。","A. 正确
B. 错误","A"
"判断题","采购人或者采购代理机构可以在招标文件提供期限截止前，组织已获取招标文件的潜在投标人现场考察或者召开开标前答疑会。","A. 正确
B. 错误","B"
"判断题","投标人应当按照招标文件的要求编制投标文件。投标文件可以对招标文件提出的要求和条件作出明确响应。","A. 正确
B. 错误","B"
"判断题","开标由采购人或者采购代理机构主持，邀请投标人参加。评标委员会成员可以参加开标活动。","A. 正确
B. 错误","B"
"判断题","招标文件存在不合理条款或者招标程序不符合规定的，采购人、采购代理机构改正后依法重新招标。","A. 正确
B. 错误","A"
"判断题","政府采购项目，合格投标人不足3家的，可视情况评标。","A. 正确
B. 错误","B"
"判断题","政府采购项目，采购人或者采购代理机构应当从省级以上财政部门设立的政府采购评审专家库中，通过随机方式抽取评审专家。","A. 正确
B. 错误","A"
"判断题","技术、服务等标准统一的货物服务项目，应当采用最低评标价法。","A. 正确
B. 错误","A"
"判断题","政府采购合同的履行、违约责任和解决争议的方法等适用《中华人民共和国商经法》。","A. 正确
B. 错误","B"
"判断题","采购人应当自收到评标报告之日起 5 个工作日内确定中标人，中标候选人并列的，若招标文件未规定确定方式，采购人可以自主选择任意一名候选人作为中标人。","A. 正确
B. 错误","B"
"判断题","采购活动结束后，未中标人提供的样品，采购人可未经同意擅自用于项目测试。","A. 正确
B. 错误","B"
"判断题","投标人补正投标文件时，可在总报价不变的情况下调整分项单价，不属于改变实质性内容。","A. 正确
B. 错误","B"
"判断题","采购合同已履行完毕的，即便评标结果无效，也不得重新组建评标委员会评标。","A. 正确
B. 错误","A"
"判断题","政府采购项目，采购人应当及时对采购项目进行验收。采购人必须邀请第三方机构参与采购项目验收，确保验收结果公正","A. 正确
B. 错误","B"
"判断题","政府采购项目，中标人经采购人同意后，可将中标项目的主体工程分包给具备资质的单位。","A. 正确
B. 错误","B"
"判断题","采购合同签订后，中标人和采购人可根据项目需求，自行调整合同标的数量和规格。","A. 正确
B. 错误","B"
"判断题","投标截止时间前，投标人可补充、修改或撤回已提交的投标文件，补充修改文件无需密封。","A. 正确
B. 错误","B"
"判断题","投标有效期内投标人因项目成本上涨书面申请撤销投标文件的，采购人可不予退还其投标保证金。","A. 正确
B. 错误","A"
"判断题","政府采购项目，评标过程中，有效报价中存在异常高价和异常低价，评标委员会可直接剔除该报价后计算评标基准价以规避风险","A. 正确
B. 错误","B"
"判断题","政府采购项目，在某地需要定制开发的技术复杂的信息化系统公开招标项目中，采购预算金额为900万元，其评标委员会成员人数应当为5人以上单数。","A. 正确
B. 错误","B"
"判断题","某校学生营养餐招标采购项目执行统一固定价格标准，固定价格标准为4元/人/天，价格分值占总分值的比重不得低于30%。","A. 正确
B. 错误","B"
"判断题","政府采购项目，评标委员会成员对需要共同认定的事项存在争议，持不同意见的评委张XX不签署评标报告以示不认同,该做法符合规定。","A. 正确
B. 错误","B"
"判断题","政府采购项目，X单位采购一批二类医疗器械，招标文件将投标人具备《医疗器械经营许可证》列为资格条件，对外发布招标公告后，被质疑经营二类医疗器械无须获得经营许可，只需备案即可，代理公司可以发布更正公告删除了《医疗器械经营许可证》的要求，采购活动继续。","A. 正确
B. 错误","B"
